id,year,citation_count,reference_count,patent_count,doctype,team_size,institution_count,in_degree,out_degree,total_degree
W4399021697,2021,0,0,0,article,0,0,0,0,0
W4399021698,2021,0,0,0,article,0,0,0,0,0
W4399021699,2021,0,0,0,article,0,0,0,0,0
W4399021700,2021,0,0,0,article,0,0,0,0,0
W4399021707,2021,0,0,0,article,0,0,0,0,0
W4399021708,2021,0,0,0,article,0,0,0,0,0
W4399021709,2021,0,0,0,article,0,0,0,0,0
W4399021710,2021,0,0,0,article,0,0,0,0,0
W4399021712,2021,0,0,0,article,0,0,0,0,0
W4399021724,2021,0,0,0,article,0,0,0,0,0
W4399021725,2021,0,0,0,article,0,0,0,0,0
W4399021727,2021,0,0,0,article,0,0,0,0,0
W4399021730,2023,0,0,0,article,0,0,0,0,0
W4399021731,2021,0,0,0,article,0,0,0,0,0
W4399021733,2021,0,0,0,article,0,0,0,0,0
W4399021737,2021,0,0,0,article,0,0,0,0,0
W4399021740,2021,0,0,0,article,0,0,0,0,0
W4399021741,2021,0,0,0,article,0,0,0,0,0
W4399021742,2023,0,0,0,article,0,0,0,0,0
W4399021745,2021,0,0,0,article,0,0,0,0,0
W4399021746,2021,0,0,0,article,0,0,0,0,0
W4399021747,2021,0,0,0,article,0,0,0,0,0
W4399021748,2021,0,0,0,article,0,0,0,0,0
W4399021749,2021,0,0,0,article,0,0,0,0,0
W4399021751,2021,0,0,0,article,0,0,0,0,0
W4399021754,2021,0,0,0,article,0,0,0,0,0
W4399021755,2021,0,0,0,article,0,0,0,0,0
W4399021762,2021,0,0,0,article,0,0,0,0,0
W4399021763,2021,0,0,0,article,0,0,0,0,0
W4399021764,2021,0,0,0,article,0,0,0,0,0
W4399021765,2021,0,0,0,article,0,0,0,0,0
W4399021769,2021,0,0,0,article,0,0,0,0,0
W4399021883,2021,0,0,0,article,0,0,0,0,0
W4399021885,2021,0,0,0,article,0,0,0,0,0
W4399021887,2021,0,0,0,article,0,0,0,0,0
W4399021888,2021,0,0,0,article,0,0,0,0,0
W4399021975,2021,0,0,0,article,0,0,0,0,0
W4399021978,2021,0,0,0,article,0,0,0,0,0
W4399021982,2021,0,0,0,article,0,0,0,0,0
W4399021984,2021,0,0,0,article,0,0,0,0,0
W4399021991,2021,0,0,0,article,0,0,0,0,0
W4399021992,2021,0,0,0,article,0,0,0,0,0
W4399021993,2021,0,0,0,article,0,0,0,0,0
W4399021995,2021,0,0,0,article,0,0,0,0,0
W4399021997,2021,0,0,0,article,0,0,0,0,0
W4399021998,2021,0,0,0,article,0,0,0,0,0
W4399022114,2021,0,0,0,article,0,0,0,0,0
W4399022115,2021,0,0,0,article,0,0,0,0,0
W4399022116,2021,0,0,0,article,0,0,0,0,0
W4399022117,2021,0,0,0,article,0,0,0,0,0
W4399022119,2021,0,0,0,article,0,0,0,0,0
W4399022120,2021,0,0,0,article,0,0,0,0,0
W4399022121,2021,0,0,0,article,0,0,0,0,0
W4399022122,2021,0,0,0,article,0,0,0,0,0
W4399064101,2020,0,0,0,article,0,0,0,0,0
W4399064103,2020,0,0,0,article,0,0,0,0,0
W4399064104,2020,0,0,0,article,0,0,0,0,0
W4399064108,2020,0,0,0,article,0,0,0,0,0
W4399064109,2020,0,0,0,article,0,0,0,0,0
W4399064110,2020,0,0,0,article,0,0,0,0,0
W4399064116,2020,0,0,0,article,0,0,0,0,0
W4399064117,2020,0,0,0,article,0,0,0,0,0
W4399064122,2020,0,0,0,article,0,0,0,0,0
W4399064124,2020,0,0,0,article,0,0,0,0,0
W4399064126,2020,0,0,0,article,0,0,0,0,0
W4399064128,2020,0,0,0,article,0,0,0,0,0
W4399064129,2020,0,0,0,article,0,0,0,0,0
W4399064131,2020,0,0,0,article,0,0,0,0,0
W4399064134,2020,0,0,0,article,0,0,0,0,0
W4399064135,2020,0,0,0,article,0,0,0,0,0
W4399064139,2020,0,0,0,article,0,0,0,0,0
W4399064142,2020,0,0,0,article,0,0,0,0,0
W4399064143,2020,0,0,0,article,0,0,0,0,0
W4399064144,2020,0,0,0,article,0,0,0,0,0
W4399064158,2020,0,0,0,article,0,0,0,0,0
W4399064161,2020,0,0,0,article,0,0,0,0,0
W4399064162,2020,0,0,0,article,0,0,0,0,0
W4399064163,2020,0,0,0,article,0,0,0,0,0
W4399064167,2020,0,0,0,article,0,0,0,0,0
W4399064169,2020,0,0,0,article,0,0,0,0,0
W4399064170,2020,0,0,0,article,0,0,0,0,0
W4399064173,2020,0,0,0,article,0,0,0,0,0
W4399064174,2020,0,0,0,article,0,0,0,0,0
W4399064179,2020,0,0,0,article,0,0,0,0,0
W4399064180,2020,0,0,0,article,0,0,0,0,0
W4399064183,2020,0,0,0,article,0,0,0,0,0
W4399064185,2020,0,0,0,article,0,0,0,0,0
W4399064189,2020,0,0,0,article,0,0,0,0,0
W4399064191,2020,0,0,0,article,0,0,0,0,0
W4399064193,2020,0,0,0,article,0,0,0,0,0
W4399064195,2020,0,0,0,article,0,0,0,0,0
W4399064197,2020,0,0,0,article,0,0,0,0,0
W4399064204,2020,0,0,0,article,0,0,0,0,0
W4399064206,2020,0,0,0,article,0,0,0,0,0
W4399064207,2020,0,0,0,article,0,0,0,0,0
W4399064208,2020,0,0,0,article,0,0,0,0,0
W4399064210,2020,0,0,0,article,0,0,0,0,0
W4399064211,2020,0,0,0,article,0,0,0,0,0
W4399064212,2020,0,0,0,article,0,0,0,0,0
W4399064214,2020,0,0,0,article,0,0,0,0,0
W4399064215,2020,0,0,0,article,0,0,0,0,0
W4399064216,2020,0,0,0,article,0,0,0,0,0
W4399064218,2020,0,0,0,article,0,0,0,0,0
W4399064219,2020,0,0,0,article,0,0,0,0,0
W4399064221,2020,0,0,0,article,0,0,0,0,0
W4399064224,2020,0,0,0,article,0,0,0,0,0
W4399064226,2020,0,0,0,article,0,0,0,0,0
W4399064231,2020,0,0,0,article,0,0,0,0,0
W4399064233,2020,0,0,0,article,0,0,0,0,0
W4399064234,2020,0,0,0,article,0,0,0,0,0
W4399064236,2020,0,0,0,article,0,0,0,0,0
W4399064237,2020,0,0,0,article,0,0,0,0,0
W4399064239,2020,0,0,0,article,0,0,0,0,0
W4399064240,2020,0,0,0,article,0,0,0,0,0
W4399064242,2020,0,0,0,article,0,0,0,0,0
W4399064244,2020,0,0,0,article,0,0,0,0,0
W4399064246,2020,0,0,0,article,0,0,0,0,0
W4399064247,2020,0,0,0,article,0,0,0,0,0
W4399064255,2020,0,0,0,article,0,0,0,0,0
W4399064257,2020,0,0,0,article,0,0,0,0,0
W4399064258,2020,0,0,0,article,0,0,0,0,0
W4399064259,2020,0,0,0,article,0,0,0,0,0
W4399064260,2020,0,0,0,article,0,0,0,0,0
W4399064261,2020,0,0,0,article,0,0,0,0,0
W4399064262,2020,0,0,0,article,0,0,0,0,0
W4399064267,2020,0,0,0,article,0,0,0,0,0
W4399064268,2020,0,0,0,article,0,0,0,0,0
W4399064269,2020,0,0,0,article,0,0,0,0,0
W4399064272,2020,0,0,0,article,0,0,0,0,0
W4399064275,2020,0,0,0,article,0,0,0,0,0
W4399064277,2020,0,0,0,article,0,0,0,0,0
W4399064279,2020,0,0,0,article,0,0,0,0,0
W4399064282,2020,0,0,0,article,0,0,0,0,0
W4399064283,2020,0,0,0,article,0,0,0,0,0
W4399064284,2020,0,0,0,article,0,0,0,0,0
W4399064288,2020,0,0,0,article,0,0,0,0,0
W4399064290,2020,0,0,0,article,0,0,0,0,0
W4399064292,2020,0,0,0,article,0,0,0,0,0
W4399064295,2020,0,0,0,article,0,0,0,0,0
W4399064296,2020,0,0,0,article,0,0,0,0,0
W4399064298,2020,0,0,0,article,0,0,0,0,0
W4399064300,2020,0,0,0,article,0,0,0,0,0
W4399064301,2020,0,0,0,article,0,0,0,0,0
W4399064304,2020,0,0,0,article,0,0,0,0,0
W4399064306,2020,0,0,0,article,0,0,0,0,0
W4399064307,2020,0,0,0,article,0,0,0,0,0
W4399064310,2020,0,0,0,article,0,0,0,0,0
W4399064311,2020,0,0,0,article,0,0,0,0,0
W4399064313,2020,0,0,0,article,0,0,0,0,0
W4399064316,2020,0,0,0,article,0,0,0,0,0
W4399064319,2020,0,0,0,article,0,0,0,0,0
W4399064323,2020,0,0,0,article,0,0,0,0,0
W4399064324,2020,0,0,0,article,0,0,0,0,0
W4399064329,2020,0,0,0,article,0,0,0,0,0
W4399064331,2020,0,0,0,article,0,0,0,0,0
W4399064333,2020,0,0,0,article,0,0,0,0,0
W4399064338,2020,0,0,0,article,0,0,0,0,0
W4399064341,2020,0,0,0,article,0,0,0,0,0
W4399064342,2020,0,0,0,article,0,0,0,0,0
W4399064344,2020,0,0,0,article,0,0,0,0,0
W4399064346,2020,0,0,0,article,0,0,0,0,0
W4399064347,2020,0,0,0,article,0,0,0,0,0
W4399064349,2020,0,0,0,article,0,0,0,0,0
W4399064352,2020,0,0,0,article,0,0,0,0,0
W4399064353,2020,0,0,0,article,0,0,0,0,0
W4399064357,2020,0,0,0,article,0,0,0,0,0
W4399064358,2020,0,0,0,article,0,0,0,0,0
W4399064359,2020,0,0,0,article,0,0,0,0,0
W4399064365,2020,0,0,0,article,0,0,0,0,0
W4399064366,2020,0,0,0,article,0,0,0,0,0
W4399064367,2020,0,0,0,article,0,0,0,0,0
W4399064375,2020,0,0,0,article,0,0,0,0,0
W4399064378,2020,0,0,0,article,0,0,0,0,0
W4399064388,2020,0,0,0,article,0,0,0,0,0
W4399064391,2020,0,0,0,article,0,0,0,0,0
W4399064392,2020,0,0,0,article,0,0,0,0,0
W4399064393,2020,0,0,0,article,0,0,0,0,0
W4399064397,2020,0,0,0,article,0,0,0,0,0
W4399064402,2020,0,0,0,article,0,0,0,0,0
W4399064404,2020,0,0,0,article,0,0,0,0,0
W4399064407,2020,0,0,0,article,0,0,0,0,0
W4399064414,2020,0,0,0,article,0,0,0,0,0
W4399064417,2020,0,0,0,article,0,0,0,0,0
W4399109418,2020,0,0,0,article,0,0,0,0,0
W4399109420,2020,0,0,0,article,0,0,0,0,0
W4399109423,2020,0,0,0,article,0,0,0,0,0
W4399109430,2020,0,0,0,article,0,0,0,0,0
W4399109432,2020,0,0,0,article,0,0,0,0,0
W4399109465,2020,0,0,0,article,0,0,0,0,0
W4399109466,2020,0,0,0,article,0,0,0,0,0
W4399109467,2020,0,0,0,article,0,0,0,0,0
W4399109469,2020,0,0,0,article,0,0,0,0,0
W4399109472,2020,0,0,0,article,0,0,0,0,0
W4399109473,2020,0,0,0,article,0,0,0,0,0
W4399109486,2020,0,0,0,article,0,0,0,0,0
W4399109487,2020,0,0,0,article,0,0,0,0,0
W4399109490,2020,0,0,0,article,0,0,0,0,0
W4399109492,2020,0,0,0,article,0,0,0,0,0
W4399109494,2020,0,0,0,article,0,0,0,0,0
W4399109495,2020,0,0,0,article,0,0,0,0,0
W4399109503,2020,0,0,0,article,0,0,0,0,0
W4399109504,2020,0,0,0,article,0,0,0,0,0
W4399109505,2020,0,0,0,article,0,0,0,0,0
W4399109506,2020,0,0,0,article,0,0,0,0,0
W4399109507,2020,0,0,0,article,0,0,0,0,0
W4399109508,2020,0,0,0,article,0,0,0,0,0
W4399109509,2020,0,0,0,article,0,0,0,0,0
W4399109518,2020,0,0,0,article,0,0,0,0,0
W4399109519,2020,0,0,0,article,0,0,0,0,0
W4399109523,2020,0,0,0,article,0,0,0,0,0
W4399109525,2020,0,0,0,article,0,0,0,0,0
W4399109526,2020,0,0,0,article,0,0,0,0,0
W4399109563,2020,0,0,0,article,0,0,0,0,0
W4399109567,2020,0,0,0,article,0,0,0,0,0
W4399109792,2020,0,0,0,article,0,0,0,0,0
W4399109793,2020,0,0,0,article,0,0,0,0,0
W4399109797,2020,0,0,0,article,0,0,0,0,0
W4399109798,2020,0,0,0,article,0,0,0,0,0
W4399109872,2020,0,0,0,article,0,0,0,0,0
W4399113158,2020,0,0,0,article,0,0,0,0,0
W4399113417,2020,0,0,0,article,0,0,0,0,0
W4399113420,2020,0,0,0,article,0,0,0,0,0
W4399113425,2020,0,0,0,article,0,0,0,0,0
W4399113426,2020,0,0,0,article,0,0,0,0,0
W4399113441,2020,0,0,0,article,0,0,0,0,0
W4399113448,2020,0,0,0,article,0,0,0,0,0
W4399113461,2020,0,0,0,article,0,0,0,0,0
W4399113469,2020,0,0,0,article,0,0,0,0,0
W4399113483,2020,0,0,0,article,0,0,0,0,0
W4399113492,2020,0,0,0,article,0,0,0,0,0
W4399113493,2020,0,0,0,article,0,0,0,0,0
W4399113497,2020,0,0,0,article,0,0,0,0,0
W4399113498,2020,0,0,0,article,0,0,0,0,0
W4399113504,2020,0,0,0,article,0,0,0,0,0
W4399113506,2020,0,0,0,article,0,0,0,0,0
W4399113508,2020,0,0,0,article,0,0,0,0,0
W4399113509,2020,0,0,0,article,0,0,0,0,0
W4399113510,2020,0,0,0,article,0,0,0,0,0
W4399113514,2020,0,0,0,article,0,0,0,0,0
W4399113516,2020,0,0,0,article,0,0,0,0,0
W4399113519,2020,0,0,0,article,0,0,0,0,0
W4399113520,2020,0,0,0,article,0,0,0,0,0
W4399115681,2020,0,0,0,article,0,0,0,0,0
W4399115708,2020,0,0,0,article,0,0,0,0,0
W4399115709,2020,0,0,0,article,0,0,0,0,0
W4399115744,2020,0,0,0,article,0,0,0,0,0
W4399115759,2020,0,0,0,article,0,0,0,0,0
W4399115761,2020,0,0,0,article,0,0,0,0,0
W4399115791,2020,0,0,0,article,0,0,0,0,0
W4399115793,2020,0,0,0,article,0,0,0,0,0
W4318411633,2020,0,0,0,dataset,0,0,0,0,0
W4318411866,2020,0,0,0,dataset,0,0,0,0,0
W4318411975,2020,0,0,0,dataset,0,0,0,0,0
W4318411976,2020,0,0,0,dataset,0,0,0,0,0
W4318412484,2020,0,0,0,dataset,0,0,0,0,0
W4318412508,2020,0,0,0,dataset,0,0,0,0,0
W4318412730,2020,0,0,0,dataset,0,0,0,0,0
W4318413040,2020,0,0,0,dataset,0,0,0,0,0
W4318416834,2020,0,0,0,dataset,0,0,0,0,0
W4318416838,2020,0,0,0,dataset,0,0,0,0,0
W4318416851,2020,0,0,0,dataset,0,0,0,0,0
W4318416994,2020,0,0,0,dataset,0,0,0,0,0
W4318416998,2020,0,0,0,dataset,0,0,0,0,0
W4318417006,2020,0,0,0,dataset,0,0,0,0,0
W4318417133,2020,0,0,0,dataset,0,0,0,0,0
W4318417139,2020,0,0,0,dataset,0,0,0,0,0
W4318417143,2020,0,0,0,dataset,0,0,0,0,0
W4318417291,2020,0,0,0,dataset,0,0,0,0,0
W4318417294,2020,0,0,0,dataset,0,0,0,0,0
W4318417296,2020,0,0,0,dataset,0,0,0,0,0
W4318417298,2020,0,0,0,dataset,0,0,0,0,0
W4318417300,2020,0,0,0,dataset,0,0,0,0,0
W4318417303,2020,0,0,0,dataset,0,0,0,0,0
W4318417304,2020,0,0,0,dataset,0,0,0,0,0
W4318417312,2020,0,0,0,dataset,0,0,0,0,0
W4318417371,2020,0,0,0,dataset,0,0,0,0,0
W4318417372,2020,0,0,0,dataset,0,0,0,0,0
W4318417373,2020,0,0,0,dataset,0,0,0,0,0
W4318417374,2020,0,0,0,dataset,0,0,0,0,0
W4318417377,2020,0,0,0,dataset,0,0,0,0,0
W4318417378,2020,0,0,0,dataset,0,0,0,0,0
W4318417381,2020,0,0,0,dataset,0,0,0,0,0
W4318417382,2020,0,0,0,dataset,0,0,0,0,0
W4318417384,2020,0,0,0,dataset,0,0,0,0,0
W4318417385,2020,0,0,0,dataset,0,0,0,0,0
W4318417541,2020,0,0,0,dataset,0,0,0,0,0
W4318417544,2020,0,0,0,dataset,0,0,0,0,0
W4318417642,2020,0,0,0,dataset,0,0,0,0,0
W4318417643,2020,0,0,0,dataset,0,0,0,0,0
W4318417644,2020,0,0,0,dataset,0,0,0,0,0
W4318417670,2020,0,0,0,dataset,0,0,0,0,0
W4318417671,2020,0,0,0,dataset,0,0,0,0,0
W4318417754,2020,0,0,0,dataset,0,0,0,0,0
W4318417755,2020,0,0,0,dataset,0,0,0,0,0
W4318417756,2020,0,0,0,dataset,0,0,0,0,0
W4318417843,2020,0,0,0,dataset,0,0,0,0,0
W4318417845,2020,0,0,0,dataset,0,0,0,0,0
W4318417846,2020,0,0,0,dataset,0,0,0,0,0
W4318417860,2020,0,0,0,dataset,0,0,0,0,0
W4318417960,2020,0,0,0,dataset,0,0,0,0,0
W4318417961,2020,0,0,0,dataset,0,0,0,0,0
W4318417965,2020,0,0,0,dataset,0,0,0,0,0
W4318417967,2020,0,0,0,dataset,0,0,0,0,0
W4318417968,2020,0,0,0,dataset,0,0,0,0,0
W4318418054,2020,0,0,0,dataset,0,0,0,0,0
W4318418058,2020,0,0,0,dataset,0,0,0,0,0
W4318418059,2020,0,0,0,dataset,0,0,0,0,0
W4318418065,2020,0,0,0,dataset,0,0,0,0,0
W4318418217,2020,0,0,0,dataset,0,0,0,0,0
W4318418219,2020,0,0,0,dataset,0,0,0,0,0
W4318418220,2020,0,0,0,dataset,0,0,0,0,0
W4318418227,2020,0,0,0,dataset,0,0,0,0,0
W4318418236,2020,0,0,0,dataset,0,0,0,0,0
W4318418455,2020,0,0,0,dataset,0,0,0,0,0
W4318418668,2020,0,0,0,dataset,0,0,0,0,0
W4399064095,2020,0,0,0,article,0,0,0,0,0
W4399064096,2020,0,0,0,article,0,0,0,0,0
W4399064097,2020,0,0,0,article,0,0,0,0,0
W4399064098,2020,0,0,0,article,0,0,0,0,0
W4399064100,2020,0,0,0,article,0,0,0,0,0
W4399064102,2020,0,0,0,article,0,0,0,0,0
W4399064106,2020,0,0,0,article,0,0,0,0,0
W4399064107,2020,0,0,0,article,0,0,0,0,0
W4399064111,2020,0,0,0,article,0,0,0,0,0
W4399064112,2020,0,0,0,article,0,0,0,0,0
W4399064113,2020,0,0,0,article,0,0,0,0,0
W4399064114,2020,0,0,0,article,0,0,0,0,0
W4399064118,2020,0,0,0,article,0,0,0,0,0
W4399064119,2020,0,0,0,article,0,0,0,0,0
W4399064121,2020,0,0,0,article,0,0,0,0,0
W4399064123,2020,0,0,0,article,0,0,0,0,0
W4399064130,2020,0,0,0,article,0,0,0,0,0
W4399064137,2020,0,0,0,article,0,0,0,0,0
W4399064140,2020,0,0,0,article,0,0,0,0,0
W4399064141,2020,0,0,0,article,0,0,0,0,0
W4399064145,2020,0,0,0,article,0,0,0,0,0
W4399064159,2020,0,0,0,article,0,0,0,0,0
W4399064160,2020,0,0,0,article,0,0,0,0,0
W4399064166,2020,0,0,0,article,0,0,0,0,0
W4399064168,2020,0,0,0,article,0,0,0,0,0
W4399064172,2020,0,0,0,article,0,0,0,0,0
W4399064175,2020,0,0,0,article,0,0,0,0,0
W4399064176,2020,0,0,0,article,0,0,0,0,0
W4399064177,2020,0,0,0,article,0,0,0,0,0
W4399064181,2020,0,0,0,article,0,0,0,0,0
W4399064182,2020,0,0,0,article,0,0,0,0,0
W4399064184,2020,0,0,0,article,0,0,0,0,0
W4399064186,2020,0,0,0,article,0,0,0,0,0
W4399064187,2020,0,0,0,article,0,0,0,0,0
W4399064190,2020,0,0,0,article,0,0,0,0,0
W4399064192,2020,0,0,0,article,0,0,0,0,0
W4399064198,2020,0,0,0,article,0,0,0,0,0
W4399064201,2020,0,0,0,article,0,0,0,0,0
W4399064202,2020,0,0,0,article,0,0,0,0,0
W4399064203,2020,0,0,0,article,0,0,0,0,0
W4399064209,2020,0,0,0,article,0,0,0,0,0
W4399064213,2020,0,0,0,article,0,0,0,0,0
W4399064217,2020,0,0,0,article,0,0,0,0,0
W4399064222,2020,0,0,0,article,0,0,0,0,0
W4399064223,2020,0,0,0,article,0,0,0,0,0
W4399064225,2020,0,0,0,article,0,0,0,0,0
W4399064227,2020,0,0,0,article,0,0,0,0,0
W4399064228,2020,0,0,0,article,0,0,0,0,0
W4399064230,2020,0,0,0,article,0,0,0,0,0
W4399064232,2020,0,0,0,article,0,0,0,0,0
W4399064235,2020,0,0,0,article,0,0,0,0,0
W4399064238,2020,0,0,0,article,0,0,0,0,0
W4399064245,2020,0,0,0,article,0,0,0,0,0
W4399064248,2020,0,0,0,article,0,0,0,0,0
W4399064250,2020,0,0,0,article,0,0,0,0,0
W4399064251,2020,0,0,0,article,0,0,0,0,0
W4399064256,2020,0,0,0,article,0,0,0,0,0
W4399064263,2020,0,0,0,article,0,0,0,0,0
W4399064264,2020,0,0,0,article,0,0,0,0,0
W4399064265,2020,0,0,0,article,0,0,0,0,0
W4399064266,2020,0,0,0,article,0,0,0,0,0
W4399064270,2020,0,0,0,article,0,0,0,0,0
W4399064271,2020,0,0,0,article,0,0,0,0,0
W4399064273,2020,0,0,0,article,0,0,0,0,0
W4399064278,2020,0,0,0,article,0,0,0,0,0
W4399064280,2020,0,0,0,article,0,0,0,0,0
W4399064281,2020,0,0,0,article,0,0,0,0,0
W4399064286,2020,0,0,0,article,0,0,0,0,0
W4399064287,2020,0,0,0,article,0,0,0,0,0
W4399064289,2020,0,0,0,article,0,0,0,0,0
W4399064291,2020,0,0,0,article,0,0,0,0,0
W4399064297,2020,0,0,0,article,0,0,0,0,0
W4399064299,2020,0,0,0,article,0,0,0,0,0
W4399064303,2020,0,0,0,article,0,0,0,0,0
W4399064305,2020,0,0,0,article,0,0,0,0,0
W4399064308,2020,0,0,0,article,0,0,0,0,0
W4399064309,2020,0,0,0,article,0,0,0,0,0
W4399064314,2020,0,0,0,article,0,0,0,0,0
W4399064315,2020,0,0,0,article,0,0,0,0,0
W4399064317,2020,0,0,0,article,0,0,0,0,0
W4399064318,2020,0,0,0,article,0,0,0,0,0
W4399064320,2020,0,0,0,article,0,0,0,0,0
W4399064321,2020,0,0,0,article,0,0,0,0,0
W4399064322,2020,0,0,0,article,0,0,0,0,0
W4399064325,2020,0,0,0,article,0,0,0,0,0
W4399064330,2020,0,0,0,article,0,0,0,0,0
W4399064335,2020,0,0,0,article,0,0,0,0,0
W4399064336,2020,0,0,0,article,0,0,0,0,0
W4399064337,2020,0,0,0,article,0,0,0,0,0
W4399064343,2020,0,0,0,article,0,0,0,0,0
W4399064345,2020,0,0,0,article,0,0,0,0,0
W4399064351,2020,0,0,0,article,0,0,0,0,0
W4399064354,2020,0,0,0,article,0,0,0,0,0
W4399064355,2020,0,0,0,article,0,0,0,0,0
W4399064360,2020,0,0,0,article,0,0,0,0,0
W4399064361,2020,0,0,0,article,0,0,0,0,0
W4399064363,2020,0,0,0,article,0,0,0,0,0
W4399064364,2020,0,0,0,article,0,0,0,0,0
W4399064368,2020,0,0,0,article,0,0,0,0,0
W4399064370,2020,0,0,0,article,0,0,0,0,0
W4399064377,2020,0,0,0,article,0,0,0,0,0
W4399064379,2020,0,0,0,article,0,0,0,0,0
W4399064381,2020,0,0,0,article,0,0,0,0,0
W4399064383,2020,0,0,0,article,0,0,0,0,0
W4399064384,2020,0,0,0,article,0,0,0,0,0
W4399064390,2020,0,0,0,article,0,0,0,0,0
W4399064396,2020,0,0,0,article,0,0,0,0,0
W4399064398,2020,0,0,0,article,0,0,0,0,0
W4399064399,2020,0,0,0,article,0,0,0,0,0
W4399064401,2020,0,0,0,article,0,0,0,0,0
W4399064403,2020,0,0,0,article,0,0,0,0,0
W4399064405,2020,0,0,0,article,0,0,0,0,0
W4399064406,2020,0,0,0,article,0,0,0,0,0
W4399064411,2020,0,0,0,article,0,0,0,0,0
W4399064415,2020,0,0,0,article,0,0,0,0,0
W4399064416,2020,0,0,0,article,0,0,0,0,0
W4399064418,2020,0,0,0,article,0,0,0,0,0
W4399064419,2020,0,0,0,article,0,0,0,0,0
W4399109419,2020,0,0,0,article,0,0,0,0,0
W4399109422,2020,0,0,0,article,0,0,0,0,0
W4399109424,2020,0,0,0,article,0,0,0,0,0
W4399109425,2020,0,0,0,article,0,0,0,0,0
W4399109429,2020,0,0,0,article,0,0,0,0,0
W4399109431,2020,0,0,0,article,0,0,0,0,0
W4399109434,2020,0,0,0,article,0,0,0,0,0
W4399109436,2020,0,0,0,article,0,0,0,0,0
W4399109437,2020,0,0,0,article,0,0,0,0,0
W4399109438,2020,0,0,0,article,0,0,0,0,0
W4399109439,2020,0,0,0,article,0,0,0,0,0
W4399109440,2020,0,0,0,article,0,0,0,0,0
W4399109441,2020,0,0,0,article,0,0,0,0,0
W4399109464,2020,0,0,0,article,0,0,0,0,0
W4399109468,2020,0,0,0,article,0,0,0,0,0
W4399109470,2020,0,0,0,article,0,0,0,0,0
W4399109484,2020,0,0,0,article,0,0,0,0,0
W4399109488,2020,0,0,0,article,0,0,0,0,0
W4399109491,2020,0,0,0,article,0,0,0,0,0
W4399109493,2020,0,0,0,article,0,0,0,0,0
W4399109502,2020,0,0,0,article,0,0,0,0,0
W4399109522,2020,0,0,0,article,0,0,0,0,0
W4399109570,2020,0,0,0,article,0,0,0,0,0
W4399113156,2020,0,0,0,article,0,0,0,0,0
W4399113157,2020,0,0,0,article,0,0,0,0,0
W4399113161,2020,0,0,0,article,0,0,0,0,0
W4399113418,2020,0,0,0,article,0,0,0,0,0
W4399113421,2020,0,0,0,article,0,0,0,0,0
W4399113422,2020,0,0,0,article,0,0,0,0,0
W4399113423,2020,0,0,0,article,0,0,0,0,0
W4399113424,2020,0,0,0,article,0,0,0,0,0
W4399113434,2020,0,0,0,article,0,0,0,0,0
W4399113436,2020,0,0,0,article,0,0,0,0,0
W4399113437,2020,0,0,0,article,0,0,0,0,0
W4399113439,2020,0,0,0,article,0,0,0,0,0
W4399113440,2020,0,0,0,article,0,0,0,0,0
