paperid,year,date,cited_by_count,reference_count,citation_count,patent_count
W4399115708,2020,2020-04-15,0,0,0,0
W4399115709,2020,2020-04-15,0,0,0,0
W4399115744,2020,2020-04-15,0,0,0,0
W4399115759,2020,2020-04-15,0,0,0,0
W4399115761,2020,2020-04-15,0,0,0,0
W4399115791,2020,2020-04-15,0,0,0,0
W4399115793,2020,2020-04-15,0,0,0,0
W4318411633,2020,2020-01-07,0,0,0,0
W4318411866,2020,2020-01-11,0,0,0,0
W4318411975,2020,2020-08-02,0,0,0,0
W4318411976,2020,2020-01-10,0,0,0,0
W4318412484,2020,2020-07-21,0,0,0,0
W4318412508,2020,2020-05-12,0,0,0,0
W4318412730,2020,2020-07-23,0,0,0,0
W4318413040,2020,2020-01-09,0,0,0,0
W4318416834,2020,2020-01-03,0,0,0,0
W4318416838,2020,2020-01-03,0,0,0,0
W4318416851,2020,2020-01-03,0,0,0,0
W4318416994,2020,2020-01-10,0,0,0,0
W4318416998,2020,2020-03-07,0,0,0,0
W4318417006,2020,2020-01-03,0,0,0,0
W4318417133,2020,2020-01-03,0,0,0,0
W4318417139,2020,2020-01-03,0,0,0,0
W4318417143,2020,2020-01-03,0,0,0,0
W4318417291,2020,2020-01-03,0,0,0,0
W4318417294,2020,2020-03-10,0,0,0,0
W4318417296,2020,2020-01-03,0,0,0,0
W4318417298,2020,2020-03-05,0,0,0,0
W4318417300,2020,2020-03-10,0,0,0,0
W4318417303,2020,2020-01-06,0,0,0,0
W4318417304,2020,2020-03-10,0,0,0,0
W4318417312,2020,2020-01-03,0,0,0,0
W4318417371,2020,2020-01-06,0,0,0,0
W4318417372,2020,2020-03-06,0,0,0,0
W4318417373,2020,2020-01-10,0,0,0,0
W4318417374,2020,2020-01-06,0,0,0,0
W4318417377,2020,2020-03-02,0,0,0,0
W4318417378,2020,2020-03-05,0,0,0,0
W4318417381,2020,2020-03-06,0,0,0,0
W4318417382,2020,2020-01-06,0,0,0,0
W4318417384,2020,2020-01-04,0,0,0,0
W4318417385,2020,2020-01-10,0,0,0,0
W4318417541,2020,2020-01-09,0,0,0,0
W4318417544,2020,2020-03-03,0,0,0,0
W4318417642,2020,2020-01-09,0,0,0,0
W4318417643,2020,2020-01-09,0,0,0,0
W4318417644,2020,2020-01-06,0,0,0,0
W4318417670,2020,2020-03-10,0,0,0,0
W4318417671,2020,2020-05-10,0,0,0,0
W4318417754,2020,2020-03-03,0,0,0,0
W4318417755,2020,2020-01-06,0,0,0,0
W4318417756,2020,2020-01-03,0,0,0,0
W4318417843,2020,2020-03-10,0,0,0,0
W4318417845,2020,2020-03-03,0,0,0,0
W4318417846,2020,2020-01-06,0,0,0,0
W4318417860,2020,2020-01-13,0,0,0,0
W4318417960,2020,2020-01-09,0,0,0,0
W4318417961,2020,2020-01-09,0,0,0,0
W4318417965,2020,2020-03-03,0,0,0,0
W4318417967,2020,2020-01-03,0,0,0,0
W4318417968,2020,2020-01-04,0,0,0,0
W4318418054,2020,2020-03-10,0,0,0,0
W4318418058,2020,2020-01-09,0,0,0,0
W4318418059,2020,2020-01-03,0,0,0,0
W4318418065,2020,2020-01-03,0,0,0,0
W4318418217,2020,2020-03-15,0,0,0,0
W4318418219,2020,2020-01-03,0,0,0,0
W4318418220,2020,2020-01-03,0,0,0,0
W4318418227,2020,2020-03-07,0,0,0,0
W4318418236,2020,2020-03-03,0,0,0,0
W4318418455,2020,2020-01-09,0,0,0,0
W4318418668,2020,2020-01-18,0,0,0,0
W4399064095,2020,2020-04-15,0,0,0,0
W4399064096,2020,2020-04-15,0,0,0,0
W4399064097,2020,2020-04-15,0,0,0,0
W4399064098,2020,2020-04-15,0,0,0,0
W4399064100,2020,2020-04-15,0,0,0,0
W4399064102,2020,2020-04-15,0,0,0,0
W4399064106,2020,2020-04-15,0,0,0,0
W4399064107,2020,2020-04-15,0,0,0,0
W4399064111,2020,2020-04-15,0,0,0,0
W4399064112,2020,2020-04-15,0,0,0,0
W4399064113,2020,2020-04-16,0,0,0,0
W4399064114,2020,2020-04-15,0,0,0,0
W4399064118,2020,2020-04-15,0,0,0,0
W4399064119,2020,2020-04-15,0,0,0,0
W4399064121,2020,2020-04-15,0,0,0,0
W4399064123,2020,2020-04-14,0,0,0,0
W4399064130,2020,2020-04-15,0,0,0,0
W4399064137,2020,2020-04-15,0,0,0,0
W4399064140,2020,2020-04-15,0,0,0,0
W4399064141,2020,2020-04-15,0,0,0,0
W4399064145,2020,2020-04-15,0,0,0,0
W4399064159,2020,2020-04-15,0,0,0,0
W4399064160,2020,2020-04-15,0,0,0,0
W4399064166,2020,2020-04-15,0,0,0,0
W4399064168,2020,2020-04-15,0,0,0,0
W4399064172,2020,2020-04-15,0,0,0,0
W4399064175,2020,2020-04-15,0,0,0,0
W4399064176,2020,2020-04-15,0,0,0,0
W4399064177,2020,2020-04-15,0,0,0,0
W4399064181,2020,2020-04-15,0,0,0,0
W4399064182,2020,2020-04-14,0,0,0,0
W4399064184,2020,2020-04-15,0,0,0,0
W4399064186,2020,2020-04-15,0,0,0,0
W4399064187,2020,2020-04-15,0,0,0,0
W4399064190,2020,2020-04-15,0,0,0,0
W4399064192,2020,2020-04-15,0,0,0,0
W4399064198,2020,2020-04-15,0,0,0,0
W4399064201,2020,2020-04-15,0,0,0,0
W4399064202,2020,2020-04-15,0,0,0,0
W4399064203,2020,2020-04-15,0,0,0,0
W4399064209,2020,2020-04-15,0,0,0,0
W4399064213,2020,2020-04-15,0,0,0,0
W4399064217,2020,2020-04-15,0,0,0,0
W4399064222,2020,2020-04-15,0,0,0,0
W4399064223,2020,2020-04-14,0,0,0,0
W4399064225,2020,2020-04-15,0,0,0,0
W4399064227,2020,2020-04-15,0,0,0,0
W4399064228,2020,2020-04-15,0,0,0,0
W4399064230,2020,2020-04-15,0,0,0,0
W4399064232,2020,2020-04-15,0,0,0,0
W4399064235,2020,2020-04-15,0,0,0,0
W4399064238,2020,2020-04-15,0,0,0,0
W4399064245,2020,2020-04-15,0,0,0,0
W4399064248,2020,2020-04-15,0,0,0,0
W4399064250,2020,2020-04-15,0,0,0,0
W4399064251,2020,2020-04-15,0,0,0,0
W4399064256,2020,2020-04-15,0,0,0,0
W4399064263,2020,2020-04-15,0,0,0,0
W4399064264,2020,2020-04-15,0,0,0,0
W4399064265,2020,2020-04-15,0,0,0,0
W4399064266,2020,2020-04-15,0,0,0,0
W4399064270,2020,2020-04-15,0,0,0,0
W4399064271,2020,2020-04-15,0,0,0,0
W4399064273,2020,2020-04-15,0,0,0,0
W4399064278,2020,2020-04-15,0,0,0,0
W4399064280,2020,2020-04-15,0,0,0,0
W4399064281,2020,2020-04-15,0,0,0,0
W4399064286,2020,2020-04-15,0,0,0,0
W4399064287,2020,2020-04-15,0,0,0,0
W4399064289,2020,2020-04-15,0,0,0,0
W4399064291,2020,2020-04-15,0,0,0,0
W4399064297,2020,2020-04-15,0,0,0,0
W4399064299,2020,2020-04-15,0,0,0,0
W4399064303,2020,2020-04-15,0,0,0,0
W4399064305,2020,2020-04-15,0,0,0,0
W4399064308,2020,2020-04-15,0,0,0,0
W4399064309,2020,2020-04-15,0,0,0,0
W4399064314,2020,2020-04-15,0,0,0,0
W4399064315,2020,2020-04-15,0,0,0,0
W4399064317,2020,2020-04-15,0,0,0,0
W4399064318,2020,2020-04-15,0,0,0,0
W4399064320,2020,2020-04-15,0,0,0,0
W4399064321,2020,2020-04-14,0,0,0,0
W4399064322,2020,2020-04-15,0,0,0,0
W4399064325,2020,2020-04-15,0,0,0,0
W4399064330,2020,2020-04-15,0,0,0,0
W4399064335,2020,2020-04-15,0,0,0,0
W4399064336,2020,2020-04-15,0,0,0,0
W4399064337,2020,2020-04-15,0,0,0,0
W4399064343,2020,2020-04-15,0,0,0,0
W4399064345,2020,2020-04-15,0,0,0,0
W4399064351,2020,2020-04-15,0,0,0,0
W4399064354,2020,2020-04-15,0,0,0,0
W4399064355,2020,2020-04-15,0,0,0,0
W4399064360,2020,2020-04-15,0,0,0,0
W4399064361,2020,2020-04-15,0,0,0,0
W4399064363,2020,2020-04-15,0,0,0,0
W4399064364,2020,2020-04-15,0,0,0,0
W4399064368,2020,2020-04-15,0,0,0,0
W4399064370,2020,2020-04-15,0,0,0,0
W4399064377,2020,2020-04-15,0,0,0,0
W4399064379,2020,2020-04-15,0,0,0,0
W4399064381,2020,2020-04-15,0,0,0,0
W4399064383,2020,2020-04-15,0,0,0,0
W4399064384,2020,2020-04-15,0,0,0,0
W4399064390,2020,2020-04-15,0,0,0,0
W4399064396,2020,2020-04-15,0,0,0,0
W4399064398,2020,2020-04-15,0,0,0,0
W4399064399,2020,2020-04-15,0,0,0,0
W4399064401,2020,2020-04-15,0,0,0,0
W4399064403,2020,2020-04-15,0,0,0,0
W4399064405,2020,2020-04-15,0,0,0,0
W4399064406,2020,2020-04-15,0,0,0,0
W4399064411,2020,2020-04-15,0,0,0,0
W4399064415,2020,2020-04-15,0,0,0,0
W4399064416,2020,2020-04-15,0,0,0,0
W4399064418,2020,2020-04-15,0,0,0,0
W4399064419,2020,2020-04-15,0,0,0,0
W4399109419,2020,2020-02-26,0,0,0,0
W4399109422,2020,2020-02-26,0,0,0,0
W4399109424,2020,2020-02-26,0,0,0,0
W4399109425,2020,2020-02-26,0,0,0,0
W4399109429,2020,2020-02-26,0,0,0,0
W4399109431,2020,2020-02-26,0,0,0,0
W4399109434,2020,2020-02-26,0,0,0,0
W4399109436,2020,2020-02-26,0,0,0,0
W4399109437,2020,2020-02-26,0,0,0,0
W4399109438,2020,2020-02-26,0,0,0,0
W4399109439,2020,2020-02-26,0,0,0,0
W4399109440,2020,2020-02-26,0,0,0,0
W4399109441,2020,2020-02-26,0,0,0,0
W4399109464,2020,2020-02-26,0,0,0,0
W4399109468,2020,2020-02-26,0,0,0,0
W4399109470,2020,2020-02-26,0,0,0,0
W4399109484,2020,2020-02-26,0,0,0,0
W4399109488,2020,2020-02-26,0,0,0,0
W4399109491,2020,2020-02-26,0,0,0,0
W4399109493,2020,2020-02-26,0,0,0,0
W4399109502,2020,2020-02-26,0,0,0,0
W4399109522,2020,2020-02-26,0,0,0,0
W4399109570,2020,2020-02-26,0,0,0,0
W4399113156,2020,2020-04-15,0,0,0,0
W4399113157,2020,2020-04-15,0,0,0,0
W4399113161,2020,2020-04-15,0,0,0,0
W4399113418,2020,2020-04-15,0,0,0,0
W4399113421,2020,2020-04-15,0,0,0,0
W4399113422,2020,2020-04-15,0,0,0,0
W4399113423,2020,2020-04-15,0,0,0,0
W4399113424,2020,2020-04-15,0,0,0,0
W4399113434,2020,2020-04-15,0,0,0,0
W4399113436,2020,2020-04-15,0,0,0,0
W4399113437,2020,2020-04-15,0,0,0,0
W4399113439,2020,2020-04-15,0,0,0,0
W4399113440,2020,2020-04-15,0,0,0,0
W4399113443,2020,2020-04-15,0,0,0,0
W4399113447,2020,2020-04-15,0,0,0,0
W4399113466,2020,2020-04-15,0,0,0,0
W4399113476,2020,2020-04-15,0,0,0,0
W4399113477,2020,2020-04-15,0,0,0,0
W4399113478,2020,2020-04-15,0,0,0,0
W4399113480,2020,2020-04-15,0,0,0,0
W4399113481,2020,2020-04-15,0,0,0,0
W4399113482,2020,2020-04-15,0,0,0,0
W4399113484,2020,2020-04-15,0,0,0,0
W4399113490,2020,2020-04-15,0,0,0,0
W4399113491,2020,2020-04-15,0,0,0,0
W4399113494,2020,2020-04-15,0,0,0,0
W4399113496,2020,2020-04-15,0,0,0,0
W4399113499,2020,2020-04-15,0,0,0,0
W4399113502,2020,2020-04-15,0,0,0,0
W4399113503,2020,2020-04-15,0,0,0,0
W4399113507,2020,2020-04-15,0,0,0,0
W4399113515,2020,2020-04-15,0,0,0,0
W4399113518,2020,2020-04-15,0,0,0,0
W4399113524,2020,2020-04-14,0,0,0,0
W4399115712,2020,2020-04-15,0,0,0,0
W4399115747,2020,2020-04-15,0,0,0,0
W4399115760,2020,2020-04-15,0,0,0,0
W4399115790,2020,2020-04-16,0,0,0,0
W4399020859,2022,2022-05-03,0,0,0,0
W4399020861,2022,2022-05-06,0,0,0,0
W4399020863,2022,2022-05-04,0,0,0,0
W4399021022,2022,2022-05-03,0,0,0,0
W4399021049,2022,2022-05-03,0,0,0,0
W4399021050,2022,2022-05-04,0,0,0,0
W4399021054,2022,2022-05-03,0,0,0,0
W4399021055,2022,2022-05-04,0,0,0,0
W4399021075,2022,2022-05-04,0,0,0,0
W4399021082,2022,2022-05-05,0,0,0,0
W4399021095,2022,2022-05-04,0,0,0,0
W4399021096,2022,2022-05-05,0,0,0,0
W4399021146,2022,2022-05-04,0,0,0,0
W4399021150,2022,2022-05-03,0,0,0,0
W4399021152,2022,2022-05-03,0,0,0,0
W4399021153,2022,2022-05-03,0,0,0,0
W4399021159,2022,2022-05-05,0,0,0,0
W4399021161,2023,2023-02-20,0,0,0,0
W4399021162,2022,2022-05-05,0,0,0,0
W4399021204,2022,2022-05-04,0,0,0,0
W4399021206,2022,2022-05-03,0,0,0,0
W4399021207,2022,2022-05-03,0,0,0,0
W4399021245,2022,2022-05-04,0,0,0,0
W4399021247,2022,2022-05-06,0,0,0,0
W4399021248,2022,2022-05-05,0,0,0,0
W4399021257,2022,2022-05-05,0,0,0,0
W4399021258,2022,2022-05-03,0,0,0,0
W4399021259,2022,2022-05-04,0,0,0,0
W4399021260,2022,2022-05-04,0,0,0,0
W4399021261,2022,2022-05-03,0,0,0,0
W4399021262,2022,2022-05-03,0,0,0,0
W4399021263,2022,2022-05-04,0,0,0,0
W4399021265,2022,2022-05-04,0,0,0,0
W4399021270,2022,2022-05-04,0,0,0,0
W4399021272,2022,2022-05-04,0,0,0,0
W4399021273,2022,2022-05-03,0,0,0,0
W4399021277,2022,2022-05-04,0,0,0,0
W4399021278,2022,2022-05-03,0,0,0,0
W4399021293,2021,2021-05-18,0,0,0,0
W4399021298,2021,2021-05-18,0,0,0,0
W4399021299,2021,2021-05-18,0,0,0,0
W4399021308,2022,2022-05-03,0,0,0,0
W4399021309,2022,2022-05-03,0,0,0,0
W4399021311,2022,2022-05-05,0,0,0,0
W4399021314,2022,2022-05-05,0,0,0,0
