source,target,year,ref_year,year_diff,type
W3116254197,W3093520399,2021,2020,1,citation
W4400037154,W4394808237,2024,2024,0,citation
W4400482045,W4396914855,2024,2024,0,citation
W4400677438,W3184538955,2024,2021,3,citation
W4400677438,W3206602527,2024,2021,3,citation
W4380371297,W2921926525,2023,2019,4,citation
W4380371297,W2962109798,2023,2019,4,citation
W4380371297,W2972306248,2023,2019,4,citation
W4380371297,W3131521917,2023,2021,2,citation
W4380371297,W3136137942,2023,2021,2,citation
W4380371297,W3178655650,2023,2021,2,citation
W4380371297,W4220886044,2023,2022,1,citation
W4380371297,W4297102145,2023,2022,1,citation
W4380371297,W4360822060,2023,2023,0,citation
W4381163644,W3188676998,2023,2021,2,citation
W4381163644,W3217746284,2023,2021,2,citation
W4385307799,W3190881271,2023,2021,2,citation
W4385307799,W4400191295,2023,2024,-1,citation
W4382119654,W3012132003,2023,2020,3,citation
W4382119654,W4281683025,2023,2022,1,citation
W4386878915,W2979763256,2023,2019,4,citation
W4386878915,W3160891087,2023,2021,2,citation
W4386878915,W3187600353,2023,2021,2,citation
W4386878915,W3188945072,2023,2021,2,citation
W4386878915,W3206754190,2023,2021,2,citation
W4386878915,W4225319014,2023,2022,1,citation
W4387161990,W3096776099,2023,2020,3,citation
W4387161990,W3182106405,2023,2021,2,citation
W4310450715,W2998120507,2022,2019,3,citation
W4310450715,W3214851434,2022,2021,1,citation
W4310450715,W4285274624,2022,2022,0,citation
W4285403408,W3198667874,2022,2021,1,citation
W4315606093,W3033818254,2023,2020,3,citation
W4315606093,W3117114237,2023,2021,2,citation
W4226002523,W3033341886,2022,2020,2,citation
W4226002523,W3212038671,2022,2021,1,citation
W4386510996,W3182330055,2023,2021,2,citation
W4385975847,W2972667373,2023,2019,4,citation
W4385975847,W2973151562,2023,2019,4,citation
W4404133674,W4392680736,2024,2024,0,citation
W4401026903,W3103145119,2024,2020,4,citation
W4401026903,W3192876423,2024,2021,3,citation
W4401026903,W4307972109,2024,2021,3,citation
W4401026903,W4318021605,2024,2023,1,citation
W4401026903,W4324326953,2024,2023,1,citation
W4401026903,W4392359170,2024,2024,0,citation
W4366609661,W2911886196,2023,2019,4,citation
W4366609661,W2967197330,2023,2019,4,citation
W4366609661,W2983606184,2023,2019,4,citation
W4366609661,W3010955769,2023,2020,3,citation
W4366609661,W3032271083,2023,2020,3,citation
W3160009329,W2973983352,2021,2019,2,citation
W4309635650,W2963396417,2022,2019,3,citation
W4309635650,W3106486741,2022,2020,2,citation
W4309635650,W3135186041,2022,2021,1,citation
W4309635650,W3198871324,2022,2021,1,citation
W4309635650,W4225129415,2022,2022,0,citation
W4396684105,W2925819760,2024,2019,5,citation
W4396684105,W4281761143,2024,2022,2,citation
W3036350439,W2988547359,2020,2019,1,citation
W3036350439,W3033835845,2020,2020,0,citation
W4396758988,W2935108183,2024,2019,5,citation
W4396758988,W4292451723,2024,2022,2,citation
W4396758988,W4318541446,2024,2023,1,citation
W4396758988,W4378214840,2024,2023,1,citation
W4396758988,W4384816757,2024,2023,1,citation
W4396758988,W4386519252,2024,2023,1,citation
W4396758988,W4387204747,2024,2023,1,citation
W4396758988,W4388273105,2024,2023,1,citation
W3034635033,W2904833144,2022,2019,3,citation
W3034635033,W2911992709,2022,2019,3,citation
W3034635033,W2937649785,2022,2019,3,citation
W3034635033,W2951173767,2022,2019,3,citation
W3034635033,W3010733589,2022,2019,3,citation
W3034635033,W3102822772,2022,2020,2,citation
W3034635033,W3118366508,2022,2020,2,citation
W3034635033,W3196710594,2022,2021,1,citation
W4389409224,W3021168311,2023,2020,3,citation
W3097446144,W3001302424,2020,2020,0,citation
W2950582496,W2909116056,2019,2019,0,citation
W4319321494,W4210930435,2023,2022,1,citation
W4319321494,W4281701188,2023,2022,1,citation
W4381547216,W4221069327,2023,2021,2,citation
W4223454493,W3007049821,2022,2020,2,citation
W4223454493,W3108091790,2022,2020,2,citation
W4229448119,W3185010225,2022,2021,1,citation
W3211822152,W2948901907,2021,2019,2,citation
W3211822152,W2966437379,2021,2019,2,citation
W3211822152,W2982077106,2021,2019,2,citation
W3211822152,W3015038906,2021,2020,1,citation
W3211822152,W3100586487,2021,2020,1,citation
W4388686527,W2956846682,2023,2019,4,citation
W4388686527,W2979402468,2023,2020,3,citation
W4388686527,W3100221827,2023,2020,3,citation
W4388686527,W4206839204,2023,2022,1,citation
W4388686527,W4280545185,2023,2022,1,citation
W4390227380,W3134467527,2023,2021,2,citation
W4388450691,W2973127761,2023,2019,4,citation
W4388450691,W3046399467,2023,2020,3,citation
W4388450691,W4321438148,2023,2023,0,citation
W4388450691,W4386514976,2023,2023,0,citation
W4388450691,W4388295284,2023,2023,0,citation
W3123375411,W3123375411,2020,2020,0,citation
W4220876445,W2972650785,2022,2019,3,citation
W4220876445,W3165324084,2022,2021,1,citation
W4221049201,W2980082250,2022,2019,3,citation
W4311092234,W2982440239,2022,2019,3,citation
W4362500716,W4306814880,2023,2022,1,citation
W4376869050,W3009614366,2023,2020,3,citation
W4376869050,W3189197029,2023,2022,1,citation
W4376869050,W4294609087,2023,2022,1,citation
W4380887772,W3126746378,2023,2021,2,citation
W3186316950,W2914416461,2022,2019,3,citation
W3186316950,W3067448387,2022,2021,1,citation
W3186316950,W3104298081,2022,2021,1,citation
W3186316950,W3120554000,2022,2021,1,citation
W3186316950,W4287826745,2022,2020,2,citation
W4377821039,W2951144698,2023,2019,4,citation
W4377821039,W2999992662,2023,2020,3,citation
W4377821039,W3177285624,2023,2021,2,citation
W4377821039,W4200352035,2023,2021,2,citation
W3029636928,W3098271276,2021,2019,2,citation
W3092720998,W3000785765,2020,2020,0,citation
W3092720998,W3030235153,2020,2020,0,citation
W4388662073,W3104062568,2023,2019,4,citation
W4388662073,W3180201702,2023,2021,2,citation
W4388773032,W3081352601,2023,2020,3,citation
W4399993909,W4206842578,2024,2022,2,citation
W4399996540,W2972650785,2024,2019,5,citation
W4399996540,W4220876445,2024,2022,2,citation
W3171547981,W2979306584,2021,2019,2,citation
W3171547981,W2998957818,2021,2020,1,citation
W4226150660,W3047158269,2022,2020,2,citation
W4226150660,W4205476759,2022,2022,0,citation
W4375948862,W3121961838,2023,2021,2,citation
W2993247023,W2940713646,2019,2019,0,citation
W3191528720,W2908856464,2022,2019,3,citation
W4200566286,W2963396417,2021,2019,2,citation
W4200566286,W2990296230,2021,2019,2,citation
W4200566286,W3040226701,2021,2020,1,citation
W4200566286,W3129950574,2021,2021,0,citation
W4398174005,W4280510975,2024,2022,2,citation
W3156365240,W2965998861,2021,2019,2,citation
W3176894388,W2947799133,2021,2019,2,citation
W3176894388,W3016432670,2021,2020,1,citation
W4237096129,W2981957455,2021,2019,2,citation
W4237096129,W3048396061,2021,2020,1,citation
W2784502987,W2973109420,2021,2020,1,citation
W3134035453,W2922090952,2021,2019,2,citation
W3134035453,W2945590102,2021,2019,2,citation
W3134035453,W2964784128,2021,2019,2,citation
W3156883209,W3049117130,2021,2020,1,citation
W3156883209,W3106334217,2021,2020,1,citation
W3156883209,W3129889867,2021,2021,0,citation
W3156883209,W3132335305,2021,2021,0,citation
W3158828572,W2914078437,2021,2019,2,citation
W3158828572,W3036295914,2021,2020,1,citation
W3178879372,W3115133834,2021,2021,0,citation
W3178879372,W3178879372,2021,2021,0,citation
W3188198341,W2972937077,2021,2019,2,citation
W3190313008,W4225270177,2022,2022,0,citation
W3216692158,W2998120507,2021,2019,2,citation
W4205505275,W3081681740,2022,2020,2,citation
W4205505275,W3081820617,2022,2020,2,citation
W4205505275,W3110647910,2022,2020,2,citation
W4205505275,W3158009579,2022,2021,1,citation
W4378363450,W2987763402,2023,2019,4,citation
W4379599230,W3012116235,2023,2020,3,citation
W4379599230,W4220790177,2023,2022,1,citation
W4379653881,W4322766605,2023,2023,0,citation
W4379803128,W4379803128,2023,2023,0,citation
W4379880876,W4288049634,2023,2022,1,citation
W4381612150,W3202572187,2023,2021,2,citation
W4304617839,W3167796397,2022,2021,1,citation
W4304617839,W4284663981,2022,2022,0,citation
W4304617839,W4304617839,2022,2022,0,citation
W4304617839,W4384664235,2022,2023,-1,citation
W4281694248,W4221069327,2022,2021,1,citation
W4282541673,W3025074356,2022,2020,2,citation
W4304889883,W4221115269,2022,2022,0,citation
W4307974729,W3014545290,2021,2020,1,citation
W4367173246,W3128148885,2023,2021,2,citation
W4367173246,W3158836591,2023,2021,2,citation
W4367173246,W4221072101,2023,2022,1,citation
W4367173246,W4312945303,2023,2022,1,citation
W4383957201,W2952860256,2023,2019,4,citation
W3133463815,W2991263634,2021,2019,2,citation
W4390562074,W3006840035,2023,2020,3,citation
W4390562074,W4210730128,2023,2022,1,citation
W4390562074,W4292405826,2023,2022,1,citation
W2989880046,W2963843362,2019,2019,0,citation
W4387130410,W3172477324,2023,2021,2,citation
W4387130410,W3212687848,2023,2021,2,citation
W4387130410,W4319456709,2023,2023,0,citation
W4280635517,W2946719448,2022,2019,3,citation
W4280635517,W3043216033,2022,2020,2,citation
W4280635517,W3127079008,2022,2021,1,citation
W4280635517,W3137680490,2022,2021,1,citation
W4298152141,W2794592893,2022,2019,3,citation
W4298152141,W2964217050,2022,2019,3,citation
W4298152141,W3036119865,2022,2020,2,citation
W4298152141,W3045504939,2022,2020,2,citation
W4298152141,W3047644238,2022,2020,2,citation
W4298152141,W3049566818,2022,2020,2,citation
W4298152141,W3181926339,2022,2021,1,citation
W4298152141,W3203782659,2022,2021,1,citation
W4391897699,W4225418839,2024,2022,2,citation
W3180278384,W3011178959,2021,2020,1,citation
W3180278384,W3015527879,2021,2020,1,citation
W3180278384,W3037968153,2021,2020,1,citation
W3180278384,W3086446917,2021,2020,1,citation
W3180278384,W3137327109,2021,2021,0,citation
W3180278384,W3146049777,2021,2021,0,citation
W3122335491,W3104584830,2021,2020,1,citation
W4225152411,W2993698634,2022,2019,3,citation
W4225152411,W3086229013,2022,2020,2,citation
W4225152411,W3165274891,2022,2021,1,citation
W4225294440,W3181220194,2022,2021,1,citation
W4391805061,W3178325705,2024,2021,3,citation
W4391811185,W3033492597,2024,2020,4,citation
W3157891102,W3157891102,2021,2021,0,citation
W4386419400,W4375955225,2023,2023,0,citation
W4390417152,W4287958109,2023,2022,1,citation
W4225545388,W4225545388,2022,2022,0,citation
W4281732221,W3032789239,2022,2020,2,citation
W4220663122,W4220663122,2022,2022,0,citation
W4225302732,W3036112213,2022,2020,2,citation
W4226215049,W3214160722,2022,2021,1,citation
W4327910379,W2967003869,2023,2019,4,citation
W4327910379,W4224223930,2023,2022,1,citation
W4327910379,W4224254118,2023,2022,1,citation
W4381158022,W4297983768,2023,2022,1,citation
W4381158022,W4316926648,2023,2023,0,citation
W3011641047,W2945590102,2020,2019,1,citation
W3013407415,W2942386945,2020,2019,1,citation
W3112670106,W3041641600,2020,2020,0,citation
W4247612333,W2940299282,2020,2019,1,citation
W4247612333,W2942224722,2020,2019,1,citation
W4323255594,W3063667687,2023,2020,3,citation
W4323255594,W3108425313,2023,2020,3,citation
W4323255594,W4220951604,2023,2022,1,citation
W3112014652,W2910172717,2020,2019,1,citation
W4386076027,W4312563428,2023,2022,1,citation
W4386076027,W4312956471,2023,2022,1,citation
W4386076027,W4313175638,2023,2022,1,citation
W4386076027,W4386057720,2023,2023,0,citation
W4386076027,W4386066126,2023,2023,0,citation
W3159941350,W3084037860,2021,2020,1,citation
W4200511817,W3187423113,2021,2021,0,citation
W2972263972,W2965600217,2019,2019,0,citation
W2965998861,W2899277098,2019,2019,0,citation
W4403905852,W3174474144,2024,2021,3,citation
W4403905852,W4309046607,2024,2022,2,citation
W4403905852,W4387624436,2024,2023,1,citation
W4403942708,W4402726986,2024,2024,0,citation
W4221075500,W3203907021,2022,2021,1,citation
W4226429053,W2993046037,2022,2019,3,citation
W3035027613,W2982369002,2020,2019,1,citation
W4396616821,W3196490637,2024,2021,3,citation
W3145295789,W2972080272,2021,2019,2,citation
W4313472740,W4293824843,2023,2022,1,citation
W4320525684,W2947799133,2023,2019,4,citation
W4320525684,W3016432670,2023,2020,3,citation
W4320525684,W4282832337,2023,2022,1,citation
W3096722246,W2980845576,2020,2019,1,citation
W3096722246,W3022714640,2020,2020,0,citation
W3158401207,W3128815851,2021,2021,0,citation
W3158401207,W3151447393,2021,2021,0,citation
W2998800241,W2948131844,2020,2019,1,citation
W3045520917,W2955117572,2020,2019,1,citation
W3045520917,W2955142670,2020,2019,1,citation
W3045520917,W3016658532,2020,2020,0,citation
W3140348597,W3046751588,2021,2020,1,citation
W4211227699,W2910172717,2022,2019,3,citation
W4211227699,W3017581522,2022,2020,2,citation
W2617185084,W2511458642,2020,2020,0,citation
W2621203318,W2600902513,2020,2020,0,citation
W3006617566,W2971454615,2020,2019,1,citation
W3042537507,W2914280270,2020,2019,1,citation
W3042537507,W3019978809,2020,2020,0,citation
W3080871817,W3011699786,2020,2020,0,citation
W4391116490,W3004652223,2024,2019,5,citation
W4391116490,W4309828318,2024,2022,2,citation
W4391116490,W4377291630,2024,2023,1,citation
W3201194354,W2951293558,2021,2019,2,citation
W3201194354,W2970862202,2021,2019,2,citation
W3201194354,W3007235251,2021,2022,-1,citation
W3201194354,W3037066305,2021,2020,1,citation
W3129160967,W3049645143,2021,2020,1,citation
W3159708803,W3084037860,2021,2020,1,citation
W3159708803,W3159941350,2021,2021,0,citation
W3094696885,W2950235747,2020,2019,1,citation
W4402584562,W2980170825,2024,2019,5,citation
W4402584562,W3100586487,2024,2020,4,citation
W4402584562,W3121123532,2024,2021,3,citation
W4402584562,W3174120070,2024,2021,3,citation
W3126544425,W3087706811,2021,2020,1,citation
W4385650357,W4220914351,2023,2022,1,citation
W3046334363,W2993327118,2020,2019,1,citation
W4214554111,W2964784128,2022,2019,3,citation
W4214554111,W3042133646,2022,2020,2,citation
W4214554111,W3210590548,2022,2021,1,citation
W4214554111,W3212373318,2022,2021,1,citation
W2996188296,W2921169675,2019,2019,0,citation
W2996188296,W3037812036,2019,2020,-1,citation
W2996188296,W3047462397,2019,2020,-1,citation
W4206667549,W3008866885,2022,2020,2,citation
W3217262030,W2991564663,2021,2019,2,citation
W3217262030,W3095518960,2021,2020,1,citation
W3217262030,W3190144373,2021,2021,0,citation
W3217644261,W3048039604,2021,2020,1,citation
W3217644261,W3096413500,2021,2020,1,citation
W4309153379,W3011902337,2022,2020,2,citation
W4381092204,W2983507202,2023,2019,4,citation
W4386391382,W4280504403,2023,2022,1,citation
W4402196870,W4294724320,2024,2022,2,citation
W4402365178,W3022831389,2024,2020,4,citation
W4402365178,W4367308945,2024,2023,1,citation
W4402365178,W4381597315,2024,2023,1,citation
W4402365178,W4393715023,2024,2024,0,citation
W3111015719,W4294106961,2021,2021,0,citation
W3194419356,W3103145119,2021,2020,1,citation
W2919261668,W3103091113,2019,2019,0,citation
W4401918217,W3201955788,2024,2021,3,citation
W4402138519,W3007235251,2024,2022,2,citation
W4402138519,W3089098577,2024,2020,4,citation
W4402138519,W3092004705,2024,2022,2,citation
W4402138519,W4307655558,2024,2022,2,citation
W4402138519,W4389349237,2024,2023,1,citation
W4386838123,W3011178959,2023,2020,3,citation
W4386838123,W3015527879,2023,2020,3,citation
W4386838123,W3086446917,2023,2020,3,citation
W4386838123,W3137327109,2023,2021,2,citation
W4386838123,W3146049777,2023,2021,2,citation
W4386838123,W3180278384,2023,2021,2,citation
W4386838123,W4280641669,2023,2022,1,citation
W4386838123,W4285801172,2023,2022,1,citation
W4386838123,W4312706253,2023,2022,1,citation
W4386838123,W4321488115,2023,2023,0,citation
W4400996167,W3013517662,2024,2020,4,citation
W4400996167,W4304182469,2024,2022,2,citation
W4400996167,W4366522243,2024,2023,1,citation
W4400996167,W4389099271,2024,2023,1,citation
W3127061355,W2945590102,2021,2019,2,citation
W3135512361,W3103003316,2021,2020,1,citation
W3094270994,W2910774181,2020,2019,1,citation
W3131172152,W2941564413,2021,2019,2,citation
W3131172152,W2979306584,2021,2019,2,citation
W3131172152,W3046223249,2021,2020,1,citation
W3131172152,W3083819634,2021,2021,0,citation
W4285202620,W2914457856,2022,2019,3,citation
W4285286982,W2968550879,2022,2019,3,citation
W4285286982,W2990676613,2022,2019,3,citation
W4285286982,W2999992662,2022,2020,2,citation
W4285286982,W3081352601,2022,2020,2,citation
W4285286982,W3088501042,2022,2020,2,citation
W4285286982,W3164801945,2022,2021,1,citation
W4402164565,W2946676436,2024,2019,5,citation
W3020727334,W3121774394,2020,2020,0,citation
W3128856283,W2966985590,2021,2019,2,citation
W3118421528,W3108895748,2021,2023,-2,citation
W3127251975,W3036841168,2021,2020,1,citation
W4285601623,W2979429887,2022,2019,3,citation
W4285601623,W3034593529,2022,2020,2,citation
W4285601623,W3035388736,2022,2020,2,citation
W4285676447,W3087706811,2022,2020,2,citation
W4285676447,W3189281424,2022,2021,1,citation
W4286461917,W3160891087,2022,2021,1,citation
W4286461917,W3187600353,2022,2021,1,citation
W4286461917,W3188945072,2022,2021,1,citation
W3195231895,W2955949443,2021,2019,2,citation
W2621527047,W2600902513,2020,2020,0,citation
W2621527047,W2762168046,2020,2020,0,citation
W4402147715,W4318481935,2024,2023,1,citation
W4288748355,W3126338869,2022,2020,2,citation
W4288748355,W3163661981,2022,2021,1,citation
W4288748355,W3205733448,2022,2021,1,citation
W3214366313,W2947365619,2020,2019,1,citation
W3214366313,W2965721472,2020,2019,1,citation
W3112839095,W3048755236,2020,2020,0,citation
W3113806686,W3155429164,2020,2021,-1,citation
W4285163447,W3097816029,2022,2020,2,citation
W4293393152,W2948073409,2022,2019,3,citation
W4293393152,W3000133472,2022,2020,2,citation
W4293393152,W3162129730,2022,2021,1,citation
W3084548477,W2907323068,2021,2019,2,citation
W3084548477,W2993180841,2021,2020,1,citation
W3084548477,W3093734695,2021,2021,0,citation
W4392462969,W4386923100,2024,2023,1,citation
W4389893429,W3009501654,2023,2020,3,citation
W4390720925,W2986951796,2024,2019,5,citation
W3014644085,W3000675794,2020,2020,0,citation
W4294405141,W2931084611,2022,2019,3,citation
W4380668110,W4281927114,2023,2022,1,citation
W4380668110,W4312559100,2023,2022,1,citation
W4320015858,W2921683756,2023,2019,4,citation
W4320015858,W2921844228,2023,2019,4,citation
W4320015858,W2937722802,2023,2019,4,citation
W4320015858,W2962109798,2023,2019,4,citation
W4320015858,W3178655650,2023,2021,2,citation
W4366524149,W4308052945,2023,2022,1,citation
W4366524149,W4366524149,2023,2023,0,citation
W4393111693,W4224438347,2024,2022,2,citation
W4399686361,W3214526500,2024,2021,3,citation
W4399686361,W4200338618,2024,2021,3,citation
W4399687998,W4297793431,2024,2023,1,citation
W4399688239,W3197079162,2024,2022,2,citation
W4399688239,W4391993504,2024,2024,0,citation
W4399688539,W4380669412,2024,2023,1,citation
W4399688539,W4393147047,2024,2024,0,citation
W4399688539,W4399254893,2024,2024,0,citation
W4399688892,W4307020314,2024,2022,2,citation
W4399801322,W2973818296,2024,2019,5,citation
W4399801322,W2996323006,2024,2019,5,citation
W4399801322,W3113658772,2024,2020,4,citation
W4391422481,W3086114923,2023,2020,3,citation
W3047325770,W2965493955,2020,2019,1,citation
W3047325770,W2982313421,2020,2019,1,citation
W3191172713,W2974641222,2021,2019,2,citation
W4391917213,W4362661817,2024,2023,1,citation
W4391964463,W4386215880,2024,2023,1,citation
W4391993504,W3197079162,2024,2022,2,citation
W4389983646,W3127340878,2024,2021,3,citation
W4389983646,W4293771046,2024,2022,2,citation
W4389983646,W4367330494,2024,2023,1,citation
W4389983646,W4367333319,2024,2023,1,citation
W4389983646,W4381956464,2024,2023,1,citation
W4389983646,W4386265998,2024,2023,1,citation
W4389983646,W4387844106,2024,2023,1,citation
W4389983646,W4392681558,2024,2023,1,citation
W4200528575,W3082946308,2021,2020,1,citation
W3037025409,W3037530974,2022,2020,2,citation
W3037025409,W3185420545,2022,2021,1,citation
W3115214147,W3127534466,2021,2020,1,citation
W3016658647,W2914018831,2020,2019,1,citation
W3016658647,W2971222654,2020,2019,1,citation
W4385359401,W2891132494,2023,2019,4,citation
W4385364043,W4320487653,2023,2023,0,citation
W4386396577,W3129020876,2023,2021,2,citation
W3092255275,W2972433884,2020,2019,1,citation
W2981732302,W2985248685,2019,2019,0,citation
W4403872200,W3089361872,2024,2020,4,citation
W4403872200,W4205724325,2024,2022,2,citation
W4403872200,W4213328722,2024,2021,3,citation
W4403872200,W4380486962,2024,2023,1,citation
W4403872200,W4385298751,2024,2023,1,citation
W4403875691,W3106486741,2024,2020,4,citation
W4403875691,W3198871324,2024,2021,3,citation
W4403875691,W4309402859,2024,2022,2,citation
W4403875691,W4376876853,2024,2023,1,citation
W4403875691,W4388400356,2024,2023,1,citation
W4391818350,W4306392679,2024,2022,2,citation
W4391818350,W4385347865,2024,2023,1,citation
W3213555605,W3009614366,2021,2020,1,citation
W3213555605,W3088522085,2021,2020,1,citation
W2952080580,W2923456329,2019,2019,0,citation
W3083316681,W2915127339,2020,2019,1,citation
W2969731001,W2925819760,2019,2019,0,citation
W4206041304,W2999794056,2022,2020,2,citation
W4206041304,W3031175792,2022,2020,2,citation
W2951054237,W2950235747,2019,2019,0,citation
W4394563567,W3135523653,2024,2021,3,citation
W4394563567,W4364376749,2024,2023,1,citation
W4394563567,W4366463885,2024,2023,1,citation
W4396223901,W4286750367,2024,2022,2,citation
W4386593158,W3199065923,2023,2021,2,citation
W4386601774,W4226051392,2023,2022,1,citation
W4367173129,W4212874719,2023,2022,1,citation
W4367173129,W4313299668,2023,2022,1,citation
W4367173129,W4324307177,2023,2023,0,citation
W4366748289,W2914117531,2023,2019,4,citation
W4366748289,W3003601878,2023,2020,3,citation
W4366748289,W3013782617,2023,2020,3,citation
W3109667662,W3123364653,2020,2021,-1,citation
W4405498184,W2919031292,2024,2019,5,citation
W4405498184,W4385954420,2024,2023,1,citation
W4405498184,W4392507610,2024,2024,0,citation
W4405498184,W4392708700,2024,2024,0,citation
W3132819167,W3030603435,2021,2020,1,citation
W4205893381,W3045484692,2022,2020,2,citation
W4205893381,W3087162538,2022,2020,2,citation
W4205893381,W3148023871,2022,2021,1,citation
W4205893381,W3183647060,2022,2021,1,citation
W2951293558,W2951293558,2019,2019,0,citation
W4220728751,W3082549550,2022,2020,2,citation
W4220728751,W4210710889,2022,2022,0,citation
W2933477641,W3101640821,2019,2019,0,citation
W4311666299,W3097153626,2022,2020,2,citation
W3186343449,W2979577724,2021,2019,2,citation
W3186343449,W3124300503,2021,2021,0,citation
W3186343449,W3186139944,2021,2021,0,citation
W4220813361,W2979402468,2022,2020,2,citation
W3213855300,W2997652789,2021,2019,2,citation
W4207027836,W3088501042,2022,2020,2,citation
W4207027836,W3158045416,2022,2021,1,citation
W3181225921,W3009614366,2021,2020,1,citation
W3181225921,W3088522085,2021,2020,1,citation
W3168668327,W2953025047,2021,2019,2,citation
W3168668327,W3001059052,2021,2020,1,citation
W3168668327,W3012238861,2021,2020,1,citation
W3168668327,W3014988774,2021,2020,1,citation
W3203058270,W3007953328,2021,2020,1,citation
W3203058270,W3111546452,2021,2020,1,citation
W3205071138,W3205071138,2021,2021,0,citation
W3216209701,W2961549232,2021,2019,2,citation
W3216209701,W3004443960,2021,2020,1,citation
W3216209701,W3082449059,2021,2020,1,citation
W3216209701,W3100949210,2021,2020,1,citation
W3216209701,W3132491463,2021,2021,0,citation
W3009111239,W2912217870,2020,2019,1,citation
W3009111239,W2942443253,2020,2019,1,citation
W3009111239,W2979507347,2020,2019,1,citation
W4321438913,W4282973548,2023,2022,1,citation
W4321748556,W2941564413,2023,2019,4,citation
W4321748556,W2956649458,2023,2019,4,citation
W4321748556,W2979306584,2023,2019,4,citation
W4321748556,W2989850664,2023,2019,4,citation
W4321748556,W3004120509,2023,2020,3,citation
W4321748556,W3046223249,2023,2020,3,citation
W4321748556,W3201890384,2023,2021,2,citation
W4321748556,W4313524911,2023,2023,0,citation
W4321748556,W4318618752,2023,2023,0,citation
W4210286649,W3159239984,2022,2021,1,citation
W3106396551,W3016284332,2021,2020,1,citation
W3106396551,W3104062568,2021,2019,2,citation
W3106396551,W3104298081,2021,2021,0,citation
W4367845899,W3026916242,2023,2020,3,citation
W3130131298,W3130131298,2021,2021,0,citation
W3179323735,W3006493455,2021,2020,1,citation
W4312595359,W2991569121,2022,2019,3,citation
W4312595359,W3154155772,2022,2021,1,citation
W3176881961,W2996323006,2021,2019,2,citation
W3176881961,W2999625554,2021,2020,1,citation
W3176881961,W3116426438,2021,2020,1,citation
W3133964032,W3134431563,2021,2021,0,citation
W3163704113,W3134431563,2023,2021,2,citation
W3163704113,W3210588099,2023,2021,2,citation
W3168912453,W3108616377,2021,2022,-1,citation
W3196786996,W2936895602,2021,2019,2,citation
W4285819034,W4220964309,2022,2022,0,citation
W3129040772,W2979647235,2021,2019,2,citation
W3137680490,W2946719448,2021,2019,2,citation
W3137680490,W2984847816,2021,2019,2,citation
W3137680490,W3043216033,2021,2020,1,citation
W3137680490,W3127079008,2021,2021,0,citation
W3199677920,W3025313884,2021,2020,1,citation
W4379987563,W3112594642,2023,2020,3,citation
W4379987563,W3155332185,2023,2021,2,citation
W4379987563,W4226176287,2023,2022,1,citation
W4380084143,W2952860256,2023,2019,4,citation
W4380084143,W4226223759,2023,2021,2,citation
W4380084143,W4362729175,2023,2023,0,citation
W4380084143,W4382345223,2023,2023,0,citation
W4380084143,W4386740991,2023,2023,0,citation
W4383956751,W2952860256,2023,2019,4,citation
W4383956751,W4226223759,2023,2021,2,citation
W4383956751,W4321013073,2023,2023,0,citation
W4385186781,W2963120062,2023,2019,4,citation
W2994601514,W2989863661,2019,2019,0,citation
W4367662881,W4293060318,2023,2022,1,citation
W4367693882,W2930922637,2023,2019,4,citation
W4388971932,W4386857852,2023,2023,0,citation
W3102977322,W3100741372,2021,2019,2,citation
W3102977322,W3103418582,2021,2019,2,citation
W4380989533,W2949876691,2023,2019,4,citation
W4380989533,W3158836591,2023,2021,2,citation
W4385399750,W2996079839,2023,2019,4,citation
W4385399750,W3133844141,2023,2021,2,citation
W4385399750,W3186485496,2023,2021,2,citation
W4385399750,W3214340375,2023,2022,1,citation
W4306179602,W3034158840,2022,2020,2,citation
W4306179602,W3188220639,2022,2021,1,citation
W4292246212,W3212036353,2022,2021,1,citation
W4302759755,W2996323006,2022,2019,3,citation
W4302759755,W2999625554,2022,2020,2,citation
W4302759755,W3116426438,2022,2020,2,citation
W4302759755,W3175186133,2022,2022,0,citation
W4302759755,W4285171980,2022,2022,0,citation
W4376128509,W4309306030,2023,2022,1,citation
W3107856286,W2966065399,2020,2019,1,citation
W4281717309,W3103145119,2022,2020,2,citation
W4281717309,W3179198284,2022,2021,1,citation
W4281717309,W3188663406,2022,2021,1,citation
W4281717309,W3194654576,2022,2021,1,citation
W4386444174,W2999271947,2023,2020,3,citation
W4386444174,W3197308822,2023,2022,1,citation
W4386444174,W4312054954,2023,2022,1,citation
W4386444174,W4313214554,2023,2022,1,citation
W4386444174,W4363650569,2023,2023,0,citation
W4388699883,W2941767018,2023,2019,4,citation
W4388699883,W3072924711,2023,2020,3,citation
W4388699883,W3160589955,2023,2021,2,citation
W4388699883,W4212806687,2023,2022,1,citation
W4391227220,W2964052381,2024,2019,5,citation
W4391227220,W4289261545,2024,2022,2,citation
W4283273596,W3086496041,2022,2021,1,citation
W3014863658,W2990967324,2020,2019,1,citation
W3014863658,W3031542987,2020,2020,0,citation
W4387498089,W4206777085,2023,2022,1,citation
W4296720925,W3155484326,2022,2021,1,citation
W4302027276,W3162963303,2022,2021,1,citation
W4302027276,W4302027276,2022,2022,0,citation
W4310506797,W3172300021,2022,2021,1,citation
W4310506797,W4212806687,2022,2022,0,citation
W4315478412,W2932915765,2023,2019,4,citation
W4295537151,W3041983047,2022,2020,2,citation
W4310066670,W4313452194,2022,2022,0,citation
