source,target,year,ref_year,year_diff,type
W3121812792,W2962968007,2019,2019,0,citation
W3194706252,W2465164134,2021,2016,5,citation
W3194706252,W2607420770,2021,2017,4,citation
W3194706252,W2735432884,2021,2017,4,citation
W3194706252,W2789364130,2021,2018,3,citation
W3194706252,W2798127201,2021,2018,3,citation
W3194706252,W2898699838,2021,2018,3,citation
W3194706252,W2910981958,2021,2019,2,citation
W3194706252,W3024753947,2021,2020,1,citation
W2884262854,W2225988369,2018,2016,2,citation
W3031808047,W2945724059,2022,2019,3,citation
W3031808047,W2970463930,2022,2019,3,citation
W3031808047,W3185055925,2022,2021,1,citation
W2937365557,W2608006465,2019,2017,2,citation
W4393141077,W4380607252,2024,2023,1,citation
W4393141077,W4386709670,2024,2023,1,citation
W4393141077,W4389162805,2024,2023,1,citation
W4393141077,W4390188200,2024,2023,1,citation
W4393141077,W4390189010,2024,2023,1,citation
W4393147287,W3034593529,2024,2020,4,citation
W4393147587,W2979429887,2024,2019,5,citation
W4393147587,W3034593529,2024,2020,4,citation
W4393147587,W3035388736,2024,2020,4,citation
W4393147587,W3109594330,2024,2020,4,citation
W4393147587,W4382318590,2024,2023,1,citation
W4393159790,W2979429887,2024,2019,5,citation
W4393159790,W3034593529,2024,2020,4,citation
W4393159790,W3168988767,2024,2021,3,citation
W4393160279,W4308216323,2024,2022,2,citation
W4393160279,W4312715009,2024,2022,2,citation
W4393161321,W4382318559,2024,2023,1,citation
W4283748658,W3115214147,2022,2021,1,citation
W4284886122,W2908811428,2022,2019,3,citation
W4284964886,W2803882181,2022,2018,4,citation
W4284964886,W2809055651,2022,2018,4,citation
W4284964886,W2946726617,2022,2019,3,citation
W2482623449,W2466114212,2016,2016,0,citation
W3016147830,W2611166544,2018,2017,1,citation
W2777857907,W2463186589,2017,2016,1,citation
W2944955921,W2740785418,2019,2017,2,citation
W2944955921,W2963670910,2019,2016,3,citation
W2991263634,W2737244426,2019,2017,2,citation
W4396892510,W3173093134,2024,2021,3,citation
W4396977961,W2992166152,2024,2019,5,citation
W4396977961,W3133412319,2024,2024,0,citation
W4321370034,W2431505808,2023,2016,7,citation
W4321370034,W3082761579,2023,2020,3,citation
W4321370034,W3188616342,2023,2021,2,citation
W4321370034,W4321370034,2023,2023,0,citation
W4405679533,W4220790177,2024,2022,2,citation
W4366976875,W3103119386,2023,2017,6,citation
W4366976875,W3209652141,2023,2022,1,citation
W4366976875,W4306311619,2023,2022,1,citation
W4366991723,W3098962209,2023,2021,2,citation
W4377982054,W2918315081,2023,2019,4,citation
W4378349275,W2770274154,2023,2017,6,citation
W4378349275,W4236186493,2023,2019,4,citation
W4378895368,W2593177387,2023,2017,6,citation
W4378895368,W2744953678,2023,2017,6,citation
W4378895368,W2773675741,2023,2017,6,citation
W4378895368,W2945590102,2023,2019,4,citation
W4378895368,W3212373318,2023,2021,2,citation
W4378895368,W4214554111,2023,2022,1,citation
W4381848735,W4220844838,2023,2022,1,citation
W4381891527,W2571352822,2023,2016,7,citation
W4381891527,W3037572520,2023,2020,3,citation
W4381891527,W3173399239,2023,2021,2,citation
W4387673994,W3103982831,2023,2020,3,citation
W4387673994,W3124300503,2023,2021,2,citation
W4387673994,W3157256658,2023,2022,1,citation
W3120272807,W3125141257,2021,2016,5,citation
W4317795306,W4293824843,2023,2022,1,citation
W2611423960,W2493658341,2017,2016,1,citation
W2184915046,W3122386932,2016,2018,-2,citation
W4382940599,W3009110338,2023,2020,3,citation
W4382940599,W3133786679,2023,2020,3,citation
W4382996293,W2510949419,2023,2016,7,citation
W4382996293,W2886077905,2023,2018,5,citation
W4382996293,W2922083894,2023,2019,4,citation
W4382996293,W3009735491,2023,2020,3,citation
W4382996293,W3203690844,2023,2021,2,citation
W4382996293,W4241699806,2023,2018,5,citation
W4382996293,W4328052335,2023,2023,0,citation
W4384485899,W2910172717,2023,2019,4,citation
W4384485899,W2999793501,2023,2020,3,citation
W4384485899,W3148825389,2023,2021,2,citation
W2342038600,W2269831230,2016,2016,0,citation
W2896979702,W2768476799,2018,2017,1,citation
W2947513987,W2798363002,2019,2018,1,citation
W2947513987,W2904238944,2019,2018,1,citation
W2606824144,W2963928335,2016,2018,-2,citation
W4401519283,W2788496341,2024,2018,6,citation
W4401596142,W4383226519,2024,2023,1,citation
W2626355535,W3104618855,2017,2017,0,citation
W2622713813,W2540743583,2017,2016,1,citation
W2741444647,W2338746102,2017,2016,1,citation
W2741444647,W2517017923,2017,2016,1,citation
W3138428191,W2982313421,2021,2019,2,citation
W3138428191,W2989863661,2021,2019,2,citation
W3138428191,W2998120507,2021,2019,2,citation
W3138428191,W3047325770,2021,2020,1,citation
W3138428191,W3127571282,2021,2021,0,citation
W4283466230,W2948369079,2022,2019,3,citation
W4283466230,W3037827183,2022,2020,2,citation
W3129053566,W2462610241,2021,2016,5,citation
W3129053566,W2895308688,2021,2018,3,citation
W3129053566,W3032271083,2021,2020,1,citation
W3129053566,W3211193583,2021,2020,1,citation
W3134301018,W3094086287,2021,2020,1,citation
W3157724943,W2612731621,2021,2017,4,citation
W3157724943,W2770029006,2021,2017,4,citation
W3157724943,W2893582118,2021,2018,3,citation
W3157724943,W2984135397,2021,2019,2,citation
W3157724943,W2987811170,2021,2019,2,citation
W3157724943,W2991116889,2021,2019,2,citation
W3157724943,W3004010118,2021,2020,1,citation
W3157724943,W3086114923,2021,2020,1,citation
W4392708700,W2803383423,2024,2018,6,citation
W4392708700,W2896775444,2024,2018,6,citation
W4392708700,W2908398163,2024,2018,6,citation
W4392708700,W2914993900,2024,2019,5,citation
W4392708700,W2968719127,2024,2019,5,citation
W4392708700,W3027692129,2024,2020,4,citation
W4392708700,W3044217213,2024,2020,4,citation
W4392708700,W3044982426,2024,2020,4,citation
W4392708700,W3215404722,2024,2021,3,citation
W4392708700,W4385954420,2024,2023,1,citation
W4310372527,W2298146703,2022,2016,6,citation
W4310372527,W2741903297,2022,2017,5,citation
W4310372527,W3080275719,2022,2020,2,citation
W4310372527,W3112528535,2022,2020,2,citation
W4310372527,W4221131774,2022,2022,0,citation
W4313649084,W2517336222,2023,2016,7,citation
W4313649084,W2766113466,2023,2017,6,citation
W4313649084,W3184023090,2023,2021,2,citation
W4313649084,W3184175524,2023,2021,2,citation
W4313649084,W4297826708,2023,2022,1,citation
W4313649084,W4313649084,2023,2023,0,citation
W4378783481,W2753562621,2023,2017,6,citation
W4378783481,W2962725223,2023,2016,7,citation
W4378783481,W2969621323,2023,2019,4,citation
W4378783481,W3091809720,2023,2020,3,citation
W4366987752,W3036350439,2023,2020,3,citation
W4366987752,W4297310979,2023,2022,1,citation
W4383109196,W2592007507,2023,2017,6,citation
W4383109196,W2805114031,2023,2018,5,citation
W4383109196,W2966389065,2023,2019,4,citation
W4383109196,W3046931678,2023,2020,3,citation
W4383109196,W3205495752,2023,2021,2,citation
W4400876649,W2789241419,2024,2018,6,citation
W4400876649,W4205193227,2024,2022,2,citation
W2546672044,W2542998387,2016,2016,0,citation
W4388824151,W3157054708,2023,2021,2,citation
W3109652221,W2596633686,2020,2017,3,citation
W3109652221,W2989949866,2020,2019,1,citation
W4225906424,W2464520509,2022,2017,5,citation
W4225906424,W3010548622,2022,2022,0,citation
W4225906424,W3124465883,2022,2017,5,citation
W4225906424,W3126792488,2022,2017,5,citation
W4306641123,W2626005647,2022,2017,5,citation
W4306641123,W2735402650,2022,2017,5,citation
W4306641123,W2968933501,2022,2019,3,citation
W4307884526,W3203434175,2022,2020,2,citation
W3164928666,W2612358095,2021,2017,4,citation
W3167009421,W2258055855,2021,2016,5,citation
W3167009421,W3012804701,2021,2020,1,citation
W2889124137,W2769832171,2018,2017,1,citation
W2889124137,W2770146327,2018,2017,1,citation
W2889124137,W2783401348,2018,2017,1,citation
W4210763666,W2995424678,2022,2019,3,citation
W2789603342,W2571449574,2018,2016,2,citation
W2889130111,W2598578430,2018,2017,1,citation
W2934220994,W2512787274,2019,2016,3,citation
W2934220994,W2604409840,2019,2017,2,citation
W2934220994,W2949583804,2019,2019,0,citation
W2947715173,W2906726344,2019,2019,0,citation
W2963476275,W3103119386,2018,2017,1,citation
W2984798564,W2907342423,2019,2019,0,citation
W3008672147,W3001053227,2020,2020,0,citation
W2753832537,W2792367586,2021,2018,3,citation
W2764312165,W3105265414,2017,2017,0,citation
W2734493020,W2328836704,2017,2016,1,citation
W2734493020,W2734493020,2017,2017,0,citation
W4394923413,W4321636620,2024,2022,2,citation
W3001632797,W2575224640,2019,2017,2,citation
W4404738002,W3182139268,2024,2021,3,citation
W4404738002,W4394060427,2024,2024,0,citation
W4396832867,W3175819408,2024,2021,3,citation
W4396832867,W4224982663,2024,2022,2,citation
W4396832867,W4226074878,2024,2021,3,citation
W4396832867,W4366547878,2024,2023,1,citation
W4396832867,W4366729095,2024,2023,1,citation
W3019846091,W2522602384,2020,2016,4,citation
W3086217784,W2726993892,2020,2018,2,citation
W3086217784,W3026325780,2020,2022,-2,citation
W3123988290,W3100227903,2019,2019,0,citation
W4394853433,W3158471604,2024,2021,3,citation
W4394871796,W3202572187,2024,2021,3,citation
W4394871796,W3206357538,2024,2021,3,citation
W4394871796,W4308083847,2024,2022,2,citation
W4394871796,W4318541517,2024,2023,1,citation
W4394877978,W3168886780,2024,2021,3,citation
W2897997157,W2334795732,2018,2016,2,citation
W2897997157,W2626953429,2018,2017,1,citation
W3037827183,W2611702064,2020,2017,3,citation
W3037827183,W2888576125,2020,2018,2,citation
W3037827183,W3103741966,2020,2019,1,citation
W3044217213,W2757146646,2020,2017,3,citation
W3044217213,W2775680376,2020,2017,3,citation
W3044217213,W2803383423,2020,2018,2,citation
W3044217213,W2884725175,2020,2018,2,citation
W3044217213,W2943903733,2020,2019,1,citation
W3046832017,W2941564413,2020,2019,1,citation
W3046832017,W2979306584,2020,2019,1,citation
W4389048494,W4313589456,2023,2023,0,citation
W4282971627,W2999793501,2022,2020,2,citation
W4282971627,W3164981150,2022,2021,1,citation
W4282971627,W3187424701,2022,2021,1,citation
W4390416638,W3096675316,2023,2020,3,citation
W4390416638,W3131344963,2023,2021,2,citation
W4390416638,W4386470539,2023,2023,0,citation
W4390416874,W2557777046,2023,2016,7,citation
W4390416874,W2600348343,2023,2017,6,citation
W4390416874,W3191784021,2023,2021,2,citation
W4390416934,W2951320308,2023,2019,4,citation
W4390416934,W3131344963,2023,2021,2,citation
W4390416934,W3181770725,2023,2021,2,citation
W4390416934,W4310450715,2023,2022,1,citation
W4390416934,W4312749259,2023,2022,1,citation
W4390416934,W4319663678,2023,2023,0,citation
W4390417005,W3214953938,2023,2021,2,citation
W4390417005,W3217746284,2023,2021,2,citation
W4390417005,W4310501945,2023,2022,1,citation
W4390417005,W4381163644,2023,2023,0,citation
W4390417023,W3215599786,2023,2021,2,citation
W4390417023,W3216016985,2023,2021,2,citation
W4390417023,W4310450686,2023,2022,1,citation
W4303444681,W2555875659,2022,2016,6,citation
W4303444681,W2762321625,2022,2017,5,citation
W4303444681,W2766183905,2022,2017,5,citation
W4303444681,W2789457189,2022,2018,4,citation
W4303444681,W2790214985,2022,2018,4,citation
W4303444681,W2965600217,2022,2019,3,citation
W4303444681,W3023995820,2022,2020,2,citation
W4303444681,W3133567677,2022,2021,1,citation
W4319736753,W2897443710,2022,2018,4,citation
W4319736753,W4226162703,2022,2022,0,citation
W4392680736,W4380607252,2024,2023,1,citation
W4392680736,W4386709670,2024,2023,1,citation
W4392680736,W4390188200,2024,2023,1,citation
W4392680736,W4390189010,2024,2023,1,citation
W2974339482,W2588745414,2019,2017,2,citation
W2979939982,W2276762430,2019,2016,3,citation
W2979939982,W2498163950,2019,2016,3,citation
W4391030610,W3103076243,2024,2018,6,citation
W4391030610,W3105827688,2024,2017,7,citation
W4391030610,W3196490637,2024,2021,3,citation
W4391514320,W4225009239,2024,2022,2,citation
W4391514320,W4291138601,2024,2022,2,citation
W4392544964,W2282467533,2024,2016,8,citation
W4392544964,W2803882181,2024,2018,6,citation
W4392544964,W2896420046,2024,2018,6,citation
W4210447639,W2894165810,2019,2018,1,citation
W4210447639,W2913139810,2019,2019,0,citation
W4210802759,W2258383363,2018,2016,2,citation
W4210802759,W2743898363,2018,2017,1,citation
W4400975311,W2959442417,2024,2019,5,citation
W4400975311,W4364322563,2024,2023,1,citation
W4400980935,W3192547154,2024,2021,3,citation
W2901073342,W2901073342,2019,2019,0,citation
W2783351304,W2566042262,2018,2016,2,citation
W4396914023,W2508464997,2024,2016,8,citation
W4396914023,W2752106769,2024,2017,7,citation
W4396914023,W2949464063,2024,2017,7,citation
W4396914023,W2956649458,2024,2019,5,citation
W4396914023,W2979306584,2024,2019,5,citation
W4396914023,W2989850664,2024,2019,5,citation
W4396914023,W3004120509,2024,2020,4,citation
W4396914023,W3201890384,2024,2021,3,citation
W4396914023,W4318618752,2024,2023,1,citation
W4396914023,W4321748556,2024,2023,1,citation
W4396914023,W4396853061,2024,2024,0,citation
W2549499772,W2339675877,2016,2016,0,citation
W3006219514,W2970584880,2020,2019,1,citation
W3010505342,W2922132987,2020,2019,1,citation
W3011909951,W2915963147,2020,2019,1,citation
W3025573352,W2970433861,2020,2019,1,citation
W3025573352,W2970584880,2020,2019,1,citation
W2982313421,W2888815848,2019,2018,1,citation
W2982313421,W2904886708,2019,2018,1,citation
W3003648826,W2905831006,2019,2018,1,citation
W3020727334,W2588745414,2020,2017,3,citation
W3020727334,W3121774394,2020,2020,0,citation
W3128856283,W2486420287,2021,2016,5,citation
W3128856283,W2966985590,2021,2019,2,citation
W2795151915,W2795151915,2018,2018,0,citation
W3129451496,W2195063482,2021,2016,5,citation
W3129451496,W2220946015,2021,2016,5,citation
W3129451496,W3106733047,2021,2020,1,citation
W2909157786,W2923699723,2019,2019,0,citation
W2923699723,W2564296586,2019,2016,3,citation
W4401373743,W1486787620,2024,2016,8,citation
W2887925944,W2594680891,2018,2017,1,citation
W2887925944,W2724362854,2018,2017,1,citation
W3164327364,W2615126784,2021,2017,4,citation
W3164327364,W2883012749,2021,2018,3,citation
W3164539552,W2795435272,2021,2018,3,citation
W3165711478,W3086322343,2021,2020,1,citation
W3169813199,W3127363723,2021,2020,1,citation
W3169813199,W3172094718,2021,2022,-1,citation
W3172343154,W2300653232,2021,2016,5,citation
W3172773005,W2941564413,2021,2019,2,citation
W3172773005,W2950134585,2021,2017,4,citation
W3172773005,W2979306584,2021,2019,2,citation
W3200647707,W3082410754,2021,2020,1,citation
W3205733448,W3126338869,2021,2020,1,citation
W3205733448,W3163661981,2021,2021,0,citation
W2667626071,W2319596756,2017,2016,1,citation
W2667626071,W2516429321,2017,2016,1,citation
W2667626071,W2528437065,2017,2016,1,citation
W4285601623,W2962820691,2022,2018,4,citation
W4285601623,W2979429887,2022,2019,3,citation
W4285601623,W3034593529,2022,2020,2,citation
W4285601623,W3035388736,2022,2020,2,citation
W4285676447,W3087706811,2022,2020,2,citation
W4285676447,W3189281424,2022,2021,1,citation
W4286461917,W2819713423,2022,2018,4,citation
W4286461917,W3160891087,2022,2021,1,citation
W4286461917,W3187600353,2022,2021,1,citation
W4286461917,W3188945072,2022,2021,1,citation
W3165784170,W2766162919,2021,2018,3,citation
W3165784170,W2989226760,2021,2019,2,citation
W4210461637,W2765864667,2022,2017,5,citation
W4296906082,W4393682012,2022,2022,0,citation
W4297991792,W2802153119,2022,2018,4,citation
W4297991792,W2906035385,2022,2018,4,citation
W4297991792,W2918315081,2022,2019,3,citation
W4297991792,W3209179660,2022,2021,1,citation
W4304195943,W4280589449,2022,2022,0,citation
W4402993701,W4376131744,2024,2023,1,citation
W4389314676,W3113662382,2023,2020,3,citation
W4389624561,W2952596874,2023,2019,4,citation
W4389624561,W4361199120,2023,2023,0,citation
W2783085082,W2561303565,2018,2016,2,citation
W2783085082,W2756142915,2018,2017,1,citation
W2783085082,W2765783231,2018,2017,1,citation
W4385831447,W3194029533,2023,2021,2,citation
W3098225144,W1486787620,2022,2016,6,citation
W3123511744,W2775252513,2021,2017,4,citation
W3123511744,W2990232831,2021,2019,2,citation
W3123511744,W3008592279,2021,2020,1,citation
W3080295913,W2612731621,2020,2017,3,citation
W3080295913,W2770029006,2020,2017,3,citation
W3080295913,W2893582118,2020,2018,2,citation
W3080295913,W2989949866,2020,2019,1,citation
W3105502848,W3014988774,2020,2020,0,citation
W3105502848,W3034453888,2020,2020,0,citation
W4221166766,W3095323294,2022,2021,1,citation
W2985862548,W2798838888,2019,2018,1,citation
W2985862548,W2962916094,2019,2019,0,citation
W2527065065,W2527065065,2016,2016,0,citation
W4402722157,W4380442312,2024,2023,1,citation
W3159940613,W2726993892,2021,2018,3,citation
W3159940613,W2990161834,2021,2019,2,citation
W3159940613,W3007235251,2021,2022,-1,citation
W3160568094,W3032654793,2022,2020,2,citation
W2610216460,W2604550955,2017,2017,0,citation
W4402938212,W4317738855,2024,2023,1,citation
W4402938212,W4387730433,2024,2023,1,citation
W2941666461,W2886664896,2019,2018,1,citation
W4280650550,W3130412981,2022,2021,1,citation
W2889661514,W2514822782,2018,2016,2,citation
W2889807526,W2890463005,2018,2018,0,citation
W2898749793,W2898749793,2018,2018,0,citation
W2898749793,W3082290771,2018,2020,-2,citation
W2923097970,W2754489645,2019,2017,2,citation
W3104653466,W2593939950,2020,2017,3,citation
W3104653466,W2969485391,2020,2019,1,citation
W3104653466,W3081403542,2020,2020,0,citation
W3119526017,W2946719448,2021,2019,2,citation
W3119526017,W3043216033,2021,2020,1,citation
W3183340448,W2996680536,2021,2019,2,citation
W3192431153,W3108517672,2021,2020,1,citation
W3192779822,W2941564413,2021,2019,2,citation
W3192779822,W2950134585,2021,2017,4,citation
W3192779822,W2979306584,2021,2019,2,citation
W3193344132,W2962770181,2021,2018,3,citation
W3193344132,W2971454615,2021,2019,2,citation
W3193344132,W3046351808,2021,2020,1,citation
W3193344132,W3046632421,2021,2022,-1,citation
W3193344132,W3129046222,2021,2020,1,citation
W4281262165,W2744953678,2022,2017,5,citation
W4281262165,W3042133646,2022,2020,2,citation
W4281262165,W3092280107,2022,2020,2,citation
W4281262165,W3127227300,2022,2021,1,citation
W4281262165,W3212373318,2022,2021,1,citation
W4285156299,W2585874231,2022,2017,5,citation
W4285156299,W2735706443,2022,2017,5,citation
W4285156299,W2756837310,2022,2017,5,citation
W4285156299,W3024753947,2022,2020,2,citation
W4285156299,W3214992126,2022,2021,1,citation
W2941296598,W3099225700,2019,2018,1,citation
W4287447438,W3135808027,2022,2021,1,citation
W4287447438,W3174087285,2022,2021,1,citation
W4290693652,W3135380795,2022,2021,1,citation
W4294127803,W3087654323,2022,2020,2,citation
W4294127803,W3110017325,2022,2020,2,citation
W4294724919,W2540743583,2022,2016,6,citation
W4402933381,W2560690681,2024,2016,8,citation
W4402933381,W2560760128,2024,2016,8,citation
W4402933381,W2580035316,2024,2017,7,citation
W4402933381,W2962874213,2024,2019,5,citation
W4402933381,W3012542478,2024,2020,4,citation
W4402933381,W3113789352,2024,2020,4,citation
W4402933381,W3164357081,2024,2021,3,citation
W4402933381,W4385246338,2024,2023,1,citation
W4389302520,W4288450198,2023,2022,1,citation
W3156643147,W2529052661,2021,2016,5,citation
W3156643147,W2580035316,2021,2017,4,citation
W3156643147,W2952860256,2021,2019,2,citation
W3156643147,W3012542478,2021,2020,1,citation
W4312924702,W2613226836,2022,2017,5,citation
W4312924702,W2794610196,2022,2018,4,citation
W2493480054,W2963822812,2016,2018,-2,citation
W4401456439,W4309010238,2024,2022,2,citation
W4401456439,W4312376041,2024,2022,2,citation
W4401457320,W4214693936,2024,2022,2,citation
W4401457369,W3010138374,2024,2020,4,citation
W4401457844,W4210521228,2024,2022,2,citation
W4401457844,W4312376041,2024,2022,2,citation
W4401457844,W4319654314,2024,2023,1,citation
W4401458100,W2904833144,2024,2019,5,citation
W4401458359,W4319654314,2024,2023,1,citation
W4401459555,W4319654314,2024,2023,1,citation
W3104747488,W2605611918,2019,2017,2,citation
W2756107289,W2756107289,2017,2017,0,citation
W2766585785,W2567428193,2017,2016,1,citation
W2766585785,W2913661964,2017,2017,0,citation
W2768497724,W2520797392,2017,2016,1,citation
W2768497724,W2557777046,2017,2016,1,citation
W4319333950,W2887102755,2023,2018,5,citation
W4319333950,W2902652444,2023,2018,5,citation
W4319333950,W2983464350,2023,2019,4,citation
W4319333950,W4223637003,2023,2022,1,citation
W4319333950,W4224982795,2023,2022,1,citation
W4319333950,W4283387763,2023,2022,1,citation
W4319333950,W4293169205,2023,2022,1,citation
W4319333950,W4297473622,2023,2022,1,citation
W3213309760,W2970584880,2021,2019,2,citation
W3213309760,W3177410885,2021,2021,0,citation
W2983722697,W2897964893,2019,2018,1,citation
W3090043522,W2550167017,2020,2016,4,citation
W3090043522,W2963396417,2020,2019,1,citation
W3090043522,W2990296230,2020,2019,1,citation
W3100714467,W2371749441,2018,2016,2,citation
W4390570700,W2884241072,2024,2019,5,citation
W4390733867,W2907923887,2024,2022,2,citation
W2997201441,W2899123065,2019,2019,0,citation
W2997201441,W2900952528,2019,2018,1,citation
W2997201441,W2922083894,2019,2019,0,citation
W2997201441,W2949896002,2019,2019,0,citation
W3080853598,W2766846733,2020,2017,3,citation
W3080853598,W2782481657,2020,2018,2,citation
W3080853598,W2811395263,2020,2018,2,citation
W2905803205,W2588055497,2018,2016,2,citation
W2905803205,W2768189387,2018,2017,1,citation
W2905803205,W2809282924,2018,2018,0,citation
W2905803205,W2896620298,2018,2018,0,citation
W2963120062,W2522114454,2019,2016,3,citation
W4226180120,W2892598885,2022,2018,4,citation
W4226180120,W2946606145,2022,2019,3,citation
W4226180120,W2947233004,2022,2019,3,citation
W4226180120,W3047627873,2022,2020,2,citation
W4226180120,W3127676858,2022,2021,1,citation
W4226180120,W3129215345,2022,2021,1,citation
W4238998548,W2394834952,2021,2016,5,citation
W4238998548,W2619677877,2021,2018,3,citation
W4238998548,W2989880046,2021,2019,2,citation
W4238998548,W3095411193,2021,2020,1,citation
W4238998548,W3137983215,2021,2021,0,citation
W4238998548,W3165547626,2021,2021,0,citation
W4238998548,W3199147584,2021,2021,0,citation
W4238998548,W3201266294,2021,2021,0,citation
W4306814880,W3208239073,2022,2021,1,citation
W3030196398,W2970433861,2020,2019,1,citation
W3036512795,W2946385055,2020,2019,1,citation
W3043271091,W2768568968,2020,2017,3,citation
W3043271091,W2892637551,2020,2018,2,citation
W4401728151,W2345136208,2024,2016,8,citation
W4401728151,W2997701509,2024,2019,5,citation
W4401728151,W2998072408,2024,2019,5,citation
W4401753491,W3194029533,2024,2021,3,citation
W3125346968,W3123638353,2018,2018,0,citation
W3133596514,W2540743583,2021,2016,5,citation
W2869198903,W2415277563,2018,2016,2,citation
W2600348343,W2520797392,2017,2016,1,citation
W2600348343,W2557777046,2017,2016,1,citation
W2953451713,W2800874171,2019,2018,1,citation
W3000137312,W3000219414,2020,2020,0,citation
W3088641422,W3080109245,2018,2020,-2,citation
W4214699055,W3026700812,2021,2020,1,citation
W4402924215,W3150080251,2024,2024,0,citation
W4402924215,W3178325705,2024,2021,3,citation
W3106486741,W2769144249,2020,2017,3,citation
W3106486741,W2963396417,2020,2019,1,citation
W2765325137,W2741175893,2017,2017,0,citation
W2899183692,W2521597241,2018,2016,2,citation
W2899183692,W2562897376,2018,2016,2,citation
W2899183692,W2576355797,2018,2016,2,citation
W4396938594,W2789318600,2024,2018,6,citation
W4396938594,W2901889759,2024,2018,6,citation
W4396938594,W2984306354,2024,2019,5,citation
W4396938594,W3087297756,2024,2020,4,citation
W4396938594,W3087355840,2024,2020,4,citation
W4396938594,W4382344008,2024,2023,1,citation
W4396938594,W4384665310,2024,2023,1,citation
W4396938594,W4386909984,2024,2023,1,citation
W4399515244,W4306742826,2024,2022,2,citation
W4399515244,W4319999816,2024,2023,1,citation
W4399515244,W4382501570,2024,2023,1,citation
W4399515244,W4386347990,2024,2023,1,citation
W4399515244,W4387296520,2024,2023,1,citation
W4399515244,W4393088399,2024,2024,0,citation
W4399515244,W4399515244,2024,2024,0,citation
W2621527047,W2600902513,2020,2020,0,citation
W2621527047,W2762168046,2020,2020,0,citation
W2770439334,W2324839796,2017,2016,1,citation
W4206024456,W3159958816,2022,2020,2,citation
W4210764981,W3198203508,2022,2021,1,citation
W4213058721,W3012387779,2022,2020,2,citation
W4297262624,W2602840559,2022,2017,5,citation
W4297262624,W3127552740,2022,2021,1,citation
W4297262624,W3196423233,2022,2021,1,citation
W2910760806,W2735432884,2019,2017,2,citation
W2910760806,W2789364130,2019,2018,1,citation
W2910760806,W2910981958,2019,2019,0,citation
W2931586179,W2410080553,2019,2016,3,citation
W2931586179,W2737373222,2019,2017,2,citation
W2931586179,W2794613614,2019,2018,1,citation
W2931586179,W2803328900,2019,2018,1,citation
W2964188458,W2592744506,2016,2016,0,citation
W2995033153,W2892457111,2019,2018,1,citation
W3021921662,W3030195953,2020,2020,0,citation
W4283371920,W2972199580,2022,2019,3,citation
W4283371920,W3000746064,2022,2020,2,citation
W4286750925,W2964159024,2022,2017,5,citation
W4286750925,W3173365702,2022,2021,1,citation
W4286750925,W4287503054,2022,2021,1,citation
W4287889100,W2546175334,2022,2016,6,citation
W4288614766,W2592007507,2019,2017,2,citation
W4288614766,W2785710154,2019,2018,1,citation
W4288614766,W2794056821,2019,2018,1,citation
W4288614766,W2805114031,2019,2018,1,citation
W4402583397,W2414852797,2024,2016,8,citation
W4402583397,W2513342942,2024,2016,8,citation
W4402583397,W2889464897,2024,2018,6,citation
W4402583397,W2900737346,2024,2018,6,citation
W4402583397,W3112078882,2024,2020,4,citation
W4236059876,W2475983985,2018,2016,2,citation
W4236059876,W2906381722,2018,2018,0,citation
W4236059876,W4236059876,2018,2018,0,citation
W4288059418,W2545537881,2022,2016,6,citation
W4288059418,W2949666568,2022,2019,3,citation
W4288059418,W2998931216,2022,2020,2,citation
W2802109134,W2950850043,2018,2016,2,citation
W3093551387,W2773675741,2020,2017,3,citation
W3093551387,W2947050835,2020,2019,1,citation
W3093551387,W2956951036,2020,2019,1,citation
W3093551387,W2965904298,2020,2019,1,citation
W2798808882,W2417800902,2018,2016,2,citation
W2798808882,W2479798538,2018,2016,2,citation
W4214923536,W2274746934,2022,2016,6,citation
W3080907073,W3030080265,2020,2020,0,citation
W3085866312,W2765249977,2020,2017,3,citation
W3087326217,W2949612967,2020,2017,3,citation
W3089873956,W2845321664,2020,2018,2,citation
W3089873956,W2888442150,2020,2018,2,citation
W3089873956,W2893494386,2020,2018,2,citation
W3089873956,W2914078437,2020,2019,1,citation
W2898185299,W2401872870,2018,2016,2,citation
W2898185299,W2598000561,2018,2017,1,citation
W2902236138,W2588455985,2017,2016,1,citation
W2791468054,W2274884494,2018,2016,2,citation
W2791468054,W2569916394,2018,2017,1,citation
W2791468054,W2587961082,2018,2017,1,citation
W2791468054,W2733505346,2018,2017,1,citation
W2791468054,W2757559778,2018,2017,1,citation
W2890393701,W2294502634,2018,2016,2,citation
W2890921203,W2258063283,2018,2016,2,citation
W2963114341,W2792727422,2019,2018,1,citation
W2963114341,W2885171816,2019,2018,1,citation
W4282971925,W2550569010,2022,2016,6,citation
W4282971925,W2952808396,2022,2019,3,citation
W4283164811,W2810894239,2022,2018,4,citation
W2790524470,W2467591991,2018,2016,2,citation
W2790524470,W2754632954,2018,2017,1,citation
W2804143053,W2478676557,2018,2016,2,citation
W2887093001,W2962815097,2018,2018,0,citation
W2887093001,W2963476275,2018,2018,0,citation
W2887093001,W2964252372,2018,2018,0,citation
W4200299035,W2887809606,2021,2018,3,citation
W4200299035,W2983199619,2021,2019,2,citation
W2741979806,W2521114648,2017,2016,1,citation
W2762863749,W2524537686,2017,2016,1,citation
W2762863749,W2526689049,2017,2016,1,citation
W4386093855,W3043244420,2023,2020,3,citation
W4386093855,W3044791541,2023,2020,3,citation
